wfo_taxon_id,wfo_accepted_name,Genus,Family,Leaf area (mm2),Nmass (mg/g),LMA (g/m2),Plant height (m),Diaspore mass (mg),LDMC,SSD used (mg/mm3),logLA,logLDMC,logSLA,logSM,logH,logNmass,species_key
wfo-0000536413,Angelica sylvestris,Angelica,Apiaceae,5112.75,30.24855209,42.56117384,0.821214331,1.1522,0.192801133,0.0,8.539492698911005,-1.646096020266942,3.156812853502025,0.1416731583161456,-0.1969711426988366,3.409448318537906,angelica sylvestris
wfo-0000537928,Annona senegalensis,Annona,Annonaceae,,,,4.932424149,76.2949,,0.0,9.110520036693972,,,4.334606094640959,1.5958305809960898,,annona senegalensis
wfo-0000543373,Archeria traversii,Archeria,Ericaceae,,,,,0.03,,0.0,,,,-3.506557897319982,,,archeria traversii
wfo-0001109303,Asplenium adiantum-nigrum,Asplenium,Aspleniaceae,,,,0.292806266,2.2e-05,,0.0,,,,-10.724468104605958,-1.228244096850739,,asplenium adiantum-nigrum
wfo-0000212493,Astragalus exscapus,Astragalus,Fabaceae,,,,0.049324241,,,0.0,,,,,-3.009339614926265,,astragalus exscapus
wfo-0000337574,Betula utilis,Betula,Betulaceae,,25.18101362,58.00464037,20.0,0.4042,,0.0,8.006367567650246,,2.847232265256747,-0.9058454740126164,2.995732273553991,3.226090282770249,betula utilis
wfo-0000571616,Brassica repanda,Brassica,Brassicaceae,,,,0.117250702,,,0.0,,,,,-2.1434408844668487,,brassica repanda
wfo-0001421671,Hydrangea arguta,Hydrangea,Hydrangeaceae,,13.83465956,102.9530109,0.883333333,0.06,,0.0,9.007694059600796,,2.2734825996999644,-2.8134107167600364,-0.1240526490473372,2.627177005780364,hydrangea arguta
wfo-0000857259,Calamagrostis epigejos,Calamagrostis,Poaceae,1230.83,20.61251806,64.55320684,0.657654077,0.0624,,0.0,7.115444017541476,,2.7402654829854605,-2.774190003606756,-0.4190762047404085,3.0258985640527074,calamagrostis epigejos
wfo-0000826789,Campanula cenisia,Campanula,Campanulaceae,,,,0.043088694,,,0.0,,,,,-3.144494636470008,,campanula cenisia
wfo-0000828051,Campanula parryi,Campanula,Campanulaceae,100.83,30.37,84.33181634,0.1505,,,0.0,4.613435930405124,,2.4729960671477547,,-1.8937921947932064,3.4134552790576573,campanula parryi
wfo-0000213640,Caragana frutex,Caragana,Fabaceae,,,,2.0,,,0.0,,,,,0.6931471805599453,,caragana frutex
wfo-0000345600,Carex colchica,Carex,Cyperaceae,274.0,,60.60606061,0.206548221,0.87,0.41,0.0,5.613128106388071,-0.8915981192837836,2.803360380841535,-0.1392620673335076,-1.577221378103107,,carex colchica
wfo-0000346760,Carex foetida,Carex,Cyperaceae,,,55.545,0.137946209,0.45,0.285606,0.0,,-1.2531420403340197,2.890561775948451,-0.7985076962177716,-1.980891459667817,,carex foetida
wfo-0000348651,Carex magellanica subsp. irrigua,Carex,Cyperaceae,,,57.776,0.143156912,1.2398,0.349776,0.0,,-1.050462329386101,2.851181814447035,0.2149500762856819,-1.943813963587979,,carex magellanica subsp. irrigua
wfo-0000351633,Carex stricta,Carex,Cyperaceae,,10.5,,1.28,0.4891,,0.0,,,,-0.7151883114368256,0.2468600779315258,2.3513752571634776,carex stricta
wfo-0000591221,Caulophyllum robustum,Caulophyllum,Berberidaceae,3000.0,,29.09334504,0.424264069,,,0.0,8.006367567650246,,3.537245823742378,,-0.8573992133669723,,caulophyllum robustum
wfo-0000592575,Ceiba glaziovii,Ceiba,Malvaceae,,19.0,,,,,0.0,,,,,,2.9444389791664403,ceiba glaziovii
wfo-0000593463,Celtis caucasica,Celtis,Cannabaceae,2103.5,,140.2524544,13.5,200.9,,0.0,7.651357903030576,,1.9643112345542044,5.302807271820889,2.602689685444384,,celtis caucasica
wfo-0000853729,Chrysolepis chrysophylla,Chrysolepis,Fagaceae,1600.0,8.6,71.22507123,21.12,496.1843,,0.0,7.377758908227872,,2.641910398528465,6.206947430289577,3.050220458838061,2.151762203259462,chrysolepis chrysophylla
wfo-0000607197,Cistus albidus,Cistus,Cistaceae,328.1,13.88600549,127.0587962,0.93790447,1.0228,,0.0,5.793318439967056,,2.063105337452758,0.0225439644348944,-0.0641071795120804,2.630881533693239,cistus albidus
wfo-0000860268,Cleistogenes serotina,Cleistogenes,Poaceae,,,,0.509164337,,,0.0,,,,,-0.6749844520650456,,cleistogenes serotina
wfo-0000614323,Coincya monensis,Coincya,Brassicaceae,2710.0,,62.18910283,0.411699208,1.0332,0.13,0.0,7.904703913873747,-2.0402208285265546,2.77757549024472,0.0326607822395482,-0.8874622739390005,,coincya monensis
wfo-0000617626,Comptonia peregrina,Comptonia,Myricaceae,,21.50907436,75.47275135,0.6,15.09,,0.0,,,2.583983597142107,2.714032272779757,-0.5108256237659907,3.068474909345789,comptonia peregrina
wfo-0000922268,Coprosma cuneata,Coprosma,Rubiaceae,23.79,,51.21393256,0.475,,,0.0,3.1692653243148663,,2.971743663642192,,-0.7444404749474959,,coprosma cuneata
wfo-0000924781,Cornus nuttallii,Cornus,Cornaceae,3200.0,,28.5225328,14.72585482,91.8359,,0.0,8.070906088787819,,3.5570608795250886,4.520003288717591,2.689604780144702,,cornus nuttallii
wfo-0000932880,Crucianella maritima,Crucianella,Rubiaceae,,,,0.2,,,0.0,,,,,-1.6094379124341005,,crucianella maritima
wfo-0000933615,Cussonia arborea,Cussonia,Araliaceae,,,,11.0,7.91,,0.0,,,,2.0681277817795625,2.3978952727983707,,cussonia arborea
wfo-0000631639,Cycas revoluta,Cycas,Cycadaceae,,17.0,,2.0,7643.3946,,0.0,,,,8.941597102851672,0.6931471805599453,2.833213344056216,cycas revoluta
wfo-0000377767,Cyperus microiria,Cyperus,Cyperaceae,,,,,0.18,,0.0,,,,-1.7147984280919266,,,cyperus microiria
wfo-0000636729,Dacryodes excelsa,Dacryodes,Burseraceae,,11.95535261,,35.02499108,16774.02,,0.0,,,,9.727586539865095,3.5560618375478064,2.481179095247388,dacryodes excelsa
wfo-0000643302,Dianthus chinensis,Dianthus,Caryophyllaceae,65.5,22.715,81.58400726,0.241155404,1.5349,0.337777778,0.0,4.182050142641207,-1.0853670612601944,2.506122025681304,0.4284652323372253,-1.422313723429416,3.123025499211366,dianthus chinensis
wfo-0000643998,Dianthus pavonius,Dianthus,Caryophyllaceae,,,,0.06999271,,,0.0,,,,,-2.659364185213165,,dianthus pavonius
wfo-0000644405,Dianthus thunbergii,Dianthus,Caryophyllaceae,,,,0.173205081,,,0.0,,,,,-1.7532789472563814,,dianthus thunbergii
wfo-0000945816,Drosera anglica,Drosera,Droseraceae,200.84,,40.04699469,0.07513135,0.0213,0.109544512,0.0,5.302508571166505,-2.211424310042146,3.2177016472346427,-3.8490482062667577,-2.58851736390852,,drosera anglica
wfo-0000174102,Entada polystachya,Entada,Fabaceae,,,,0.35,324.535,,0.0,,,,5.782393388571314,-1.0498221244986778,,entada polystachya
wfo-0000668704,Epilobium alpestre,Epilobium,Onagraceae,,,30.7408546,0.534813847,0.0794,0.21,0.0,6.249009525139524,-1.5606477482646683,3.48216274034726,-2.533256910729047,-0.6258365421673251,,epilobium alpestre
wfo-0000868765,Eremopyrum orientale,Eremopyrum,Poaceae,,,,,2.3,,0.0,,,,0.8329091229351039,,,eremopyrum orientale
wfo-0000009039,Erigeron pulchellus,Erigeron,Asteraceae,,,,0.814897342,0.15,,0.0,,,,-1.8971199848858813,-0.2046931344111904,,erigeron pulchellus
wfo-0000681111,Euclea natalensis,Euclea,Ebenaceae,,,,8.176225081,118.8005,,0.0,,,,4.777445615673897,2.101230562558936,,euclea natalensis
wfo-0000964037,Euphorbia pithyusa,Euphorbia,Euphorbiaceae,,,,0.387298335,,,0.0,,,,,-0.9485599914637,,euphorbia pithyusa
wfo-0000683123,Eurya loquaiana,Eurya,Pentaphylacaceae,957.35,14.25283051,61.49168002,4.936491673,,,0.0,6.864169050819214,,2.7888533975490435,,1.596654891245297,2.6569555192705816,eurya loquaiana
wfo-0000693018,Fumana ericoides,Fumana,Cistaceae,6.97,10.02,219.7802198,0.237841423,2.2604,,0.0,1.9416152247724323,,1.515127232872859,0.8155417887735513,-1.436151117296402,2.3045830956567186,fumana ericoides
wfo-0000693480,Fumaria vaillantii,Fumaria,Papaveraceae,,,24.42598925,0.188597277,2.5,0.14,0.0,5.016418538851983,-1.9661128563728327,3.712107580338144,0.9162907318741552,-1.6681413468509532,,fumaria vaillantii
wfo-0000708315,Gouania lupuloides,Gouania,Rhamnaceae,3266.35,,46.42022185,,,,0.0,8.091428432516176,,3.0700200989572624,,,,gouania lupuloides
wfo-0000719147,Helleborus foetidus,Helleborus,Ranunculaceae,,16.6,82.26976932,0.386979941,11.3699,0.171452378,0.0,9.071448351109565,-1.7634497302364691,2.497751561743481,2.4309695126490096,-0.9493824193370256,2.8094026953624978,helleborus foetidus
wfo-0000217575,Iriartea deltoidea,Iriartea,Arecaceae,,21.8053987,110.095042,26.09476757,2782.35,,0.0,11.333717934559328,,2.2064112680567467,7.931051173340797,3.2617348179853884,3.0821575859246297,iriartea deltoidea
wfo-0000778801,Jacaranda puberula,Jacaranda,Bignoniaceae,228.65,19.77,91.32420091,6.5,,,0.0,5.432192450104064,,2.3933394562980097,,1.871802176901592,2.9841656371825254,jacaranda puberula
wfo-0000357100,Kickxia lanigera,Kickxia,Plantaginaceae,,,,,0.2,,0.0,,,,-1.6094379124341005,,,kickxia lanigera
wfo-0000357776,Knautia tatarica,Knautia,Caprifoliaceae,,,,0.2,,,0.0,,,,,-1.6094379124341005,,knautia tatarica
wfo-0000363935,Lacistema aggregatum,Lacistema,Lacistemataceae,,20.510347,55.30744826,18.25184298,25.9754,,0.0,8.110541379453503,,2.894847691277564,3.2571499362892427,2.9042660601353174,3.020929490517476,lacistema aggregatum
wfo-0000136535,Lactuca quercina,Lactuca,Asteraceae,,,,0.706555106,1.39,,0.0,,,,0.3293037471426003,-0.3473540813147144,,lactuca quercina
wfo-0001410915,Lathyrus japonicus var. maritimus,Lathyrus,Fabaceae,,31.3,,,,,0.0,,,,,,3.4436180975461075,lathyrus japonicus var. maritimus
wfo-0000371941,Mutellina purpurea,Mutellina,Apiaceae,2646.2,36.2,57.54352376,0.253917695,3.4641,0.15,0.0,7.88087992760831,-1.8971199848858813,2.8552136825530945,1.2424528586437829,-1.3707450999074962,3.5890591188317256,mutellina purpurea
wfo-0000366404,Linum suffruticosum,Linum,Linaceae,,19.559375,95.17973879,0.228740296,0.5896,0.32761575,0.0,1.927164106234258,-1.115913851235804,2.35198818767201,-0.5283109381070101,-1.4751679975842622,2.973454711130929,linum suffruticosum
wfo-0000060697,Logfia minima,Logfia,Asteraceae,,,30.83365393,0.12,0.02,0.357770876,0.0,1.8389610707123487,-1.0278625086492,3.4791485254561936,-3.912023005428146,-2.120263536200091,,logfia minima
wfo-0000451731,Macrozamia spiralis,Macrozamia,Zamiaceae,,,250.6265664,,,,0.0,,,1.383791230965772,,,,macrozamia spiralis
wfo-0000213426,Medicago falcata,Medicago,Fabaceae,,33.00020479,,0.350580516,1.5878,,0.0,,,,0.462349410308876,-1.0481648813421651,3.4965137672048003,medicago falcata
wfo-0001133351,Meliosma squamulata,Meliosma,Sabiaceae,,,,18.0,,,0.0,,,,,2.8903717578961645,,meliosma squamulata
wfo-0000245088,Moluccella spinosa,Moluccella,Lamiaceae,,,,,6.0967,,0.0,,,,1.80774764118828,,,moluccella spinosa
wfo-0000245372,Monarda punctata,Monarda,Lamiaceae,491.08,13.2,53.7976971,0.453911181,0.2678,0.214350661,0.0,6.196607047312639,-1.5401420022013614,2.922524617563265,-1.317514845725065,-0.7898537366439946,2.580216829592325,monarda punctata
wfo-0000704651,Narcissus bulbocodium,Narcissus,Amaryllidaceae,294.73,28.53,68.47482625,0.13734237,,,0.0,5.686059683001631,,2.681289101258632,,-1.985278419494636,3.3509561652254085,narcissus bulbocodium
wfo-0000382419,Nelumbo lutea,Nelumbo,Nelumbonaceae,113412.0,26.2,,0.91,,,0.0,11.638782484783055,,,,-0.0943106794712412,3.265759410767051,nelumbo lutea
wfo-0000213872,Onobrychis caput-galli,Onobrychis,Fabaceae,,,58.038,0.173205081,,0.278,0.0,,-1.2801341652915,2.846657310553672,,-1.7532789472563814,,onobrychis caput-galli
wfo-0000214158,Onobrychis arenaria subsp. arenaria,Onobrychis,Fabaceae,,,,,12.7,,0.0,,,,2.5416019934645457,,,onobrychis arenaria subsp. arenaria
wfo-0000745510,Onosma fastigiata,Onosma,Boraginaceae,,,,0.223045672,,,0.0,,,,,-1.5003787213172566,,onosma fastigiata
wfo-0001038965,Tephrocactus articulatus,Tephrocactus,Cactaceae,,11.48325224,437.6,0.296591751,9.6,0.204170839,0.0,,-1.588798189521808,0.8264500278743655,2.26176309847379,-1.215398661532898,2.440889646937886,tephrocactus articulatus
wfo-0000908233,Hopia obtusa,Hopia,Poaceae,,23.07,61.73913043,0.6,3.1789,,0.0,,,2.784837344393445,1.1565352250010612,-0.5108256237659907,3.138533072185662,hopia obtusa
wfo-0001136586,Penstemon cobaea,Penstemon,Plantaginaceae,,12.9074862,122.1,,3.07,,0.0,,,2.102914897865478,1.1216775615991057,,2.55780746862525,penstemon cobaea
wfo-0000486912,Prumnopitys taxifolia,Prumnopitys,Podocarpaceae,,,132.2322291,13.89082247,106.2274,,0.0,2.719319793360441,,2.023195590807632,4.665582079297069,2.6312283681161777,,prumnopitys taxifolia
wfo-0000279548,Pogonia ophioglossoides,Pogonia,Orchidaceae,,25.0,,0.3,0.004,,0.0,,,,-5.521460917862246,-1.203972804325936,3.218875824868201,pogonia ophioglossoides
wfo-0000488872,Polygala serpyllifolia,Polygala,Polygalaceae,27.68,,39.61260711,0.092165369,2.1,0.199373311,0.0,3.3207101307494686,-1.6125762769522654,3.228607850024292,0.7419373447293773,-2.384170826352979,,polygala serpyllifolia
wfo-0000928194,Populus suaveolens,Populus,Salicaceae,,20.47354878,102.5641026,28.03799808,0.4132,,0.0,,,2.277267284659756,-0.8838235417366536,3.333560664467848,3.019133749571516,populus suaveolens
wfo-0000012402,Porophyllum ruderale,Porophyllum,Asteraceae,,,,1.8,1.13,,0.0,4.31748811353631,,,0.1222176327242491,0.5877866649021191,,porophyllum ruderale
wfo-0000483685,Primula matthioli,Primula,Primulaceae,,,,0.230184546,,,0.0,,,,,-1.4688739178757595,,primula matthioli
wfo-0001036923,Hornungia alpina subsp. alpina,Hornungia,Brassicaceae,,,,0.042338657,,,0.0,,,,,-3.1620547331927544,,hornungia alpina subsp. alpina
wfo-0001013837,Prunus caroliniana,Prunus,Rosaceae,1350.55,,72.17705286,9.255818306,332.58,,0.0,7.208267195872018,,2.628633111025019,5.806880432659768,2.225252359836996,,prunus caroliniana
wfo-0000132966,Ptilostemon chamaepeuce,Ptilostemon,Asteraceae,,,,0.8,8.58,,0.0,,,,2.149433913499871,-0.2231435513142097,,ptilostemon chamaepeuce
wfo-0000185101,Pueraria montana,Pueraria,Fabaceae,,,17.62140113,7.745966692,12.3064,,0.0,,,4.038641142339341,2.510119452259404,2.047172281057496,,pueraria montana
wfo-0000461062,Ranunculus hybridus,Ranunculus,Ranunculaceae,,,,0.080018097,,,0.0,,,,,-2.525502457390445,,ranunculus hybridus
wfo-0000002781,Raoulia australis,Raoulia,Asteraceae,1.99,,52.32862376,0.1,,,0.0,0.688134638736401,,2.9502117581985816,,-2.302585092994045,,raoulia australis
wfo-0001141248,Reevesia thyrsoidea,Reevesia,Malvaceae,,,,18.5,31.1,,0.0,,,,3.4372078191851885,2.917770732084279,,reevesia thyrsoidea
wfo-0001299756,Rhodiola integrifolia,Rhodiola,Crassulaceae,,34.56444444,,0.147241299,0.15,,0.0,4.429387206033719,,,-1.8971199848858813,-1.915682548179345,3.542825536361939,rhodiola integrifolia
wfo-0001135589,Ribes californicum,Ribes,Grossulariaceae,,20.96582345,73.26976825,2.771281292,2.3581,,0.0,5.955604181656906,,2.6136071937741856,0.8578562100369853,1.019309773540024,3.04289365721843,ribes californicum
wfo-0000298429,Rubia cordifolia,Rubia,Rubiaceae,700.0,,,1.5,4.1,,0.0,6.551080335043404,,,1.410986973710262,0.4054651081081644,,rubia cordifolia
wfo-0000493624,Saxifraga paniculata,Saxifraga,Saxifragaceae,,,116.1440186,0.195842442,0.0577,0.24,0.0,3.725693427236653,-1.4271163556401458,2.1529243182936395,-2.852498105468084,-1.6304448103731726,,saxifraga paniculata
wfo-0001137176,Scrophularia marilandica,Scrophularia,Scrophulariaceae,,20.81,46.4,,0.15,,0.0,,,3.0704558197499274,-1.8971199848858813,,3.035433640405543,scrophularia marilandica
wfo-0000437153,Sedum cespitosum,Sedum,Crassulaceae,,,29.31138756,0.029776111,0.0207,,0.0,,,3.529779184540574,-3.8776215787108135,-3.514048851254693,,sedum cespitosum
wfo-0000441750,Sempervivum tectorum,Sempervivum,Crassulaceae,,15.72416662,75.87353874,0.265257349,0.0096,0.034641016,0.0,5.922730570676242,-3.3627168654639847,2.578687288568817,-4.645992180508347,-1.3270547959340524,2.755198804043792,sempervivum tectorum
wfo-0000434796,Seseli gummiferum,Seseli,Apiaceae,,,,,1.69,,0.0,,,,0.5247285289349821,,,seseli gummiferum
wfo-0000439499,Silene sedoides,Silene,Caryophyllaceae,,,,0.1,,,0.0,,,,,-2.302585092994045,,silene sedoides
wfo-0000506004,Siparuna thecaphora,Siparuna,Siparunaceae,,31.52234897,39.24773047,6.5,10.0,,0.0,8.926477663127178,,3.2378616588458824,2.302585092994046,1.871802176901592,3.4506967853728643,siparuna thecaphora
wfo-0000431294,Smyrnium perfoliatum,Smyrnium,Apiaceae,6991.5,,32.24766204,0.659181849,3.9947,0.24,0.0,8.852450404480905,-1.4271163556401458,3.4343097332519577,1.3849684825312183,-0.4167558356567439,,smyrnium perfoliatum
wfo-0000988774,Spiraea salicifolia,Spiraea,Rosaceae,947.75,19.05079667,52.81648231,1.44224957,0.08,,0.0,6.854090754396444,,2.9409319720211444,-2.525728644308256,0.3662040960095581,2.947108920645787,spiraea salicifolia
wfo-0001141729,Symplocos sumuntia,Symplocos,Symplocaceae,670.0,16.29232948,73.34764182,8.433333333,40.48,,0.0,6.507277712385012,,2.61254492460321,3.70080802497921,2.132192107025839,2.790694413004214,symplocos sumuntia
wfo-0000458782,Tamarix africana,Tamarix,Tamaricaceae,,,100.0,6.32455532,,,0.0,,,2.302585092994046,,1.8444397270037216,,tamarix africana
wfo-0000024922,Tanacetum macrophyllum,Tanacetum,Asteraceae,,,,0.789947747,,,0.0,,,,,-0.2357884787465917,,tanacetum macrophyllum
wfo-0000020721,Taraxacum erythrospermum,Taraxacum,Asteraceae,833.35,,31.19852738,0.124099824,0.3887,0.157559731,0.0,6.725453721988185,-1.8479506481670025,3.4673843846396,-0.9449474411239596,-2.086669004983701,,taraxacum erythrospermum
wfo-0000017127,Taraxacum obovatum,Taraxacum,Asteraceae,,,,0.072112479,,,0.0,,,,,-2.62952817061082,,taraxacum obovatum
wfo-0000080363,Tragopogon pratensis,Tragopogon,Asteraceae,,21.9,42.59361179,0.470495524,7.0628,,0.0,6.5245603395197005,,3.1560509949328552,1.954841573446506,-0.753968833285695,3.086486636822455,tragopogon pratensis
wfo-0000213941,Trifolium alpestre,Trifolium,Fabaceae,235.26,25.0,83.53863708,0.214683794,1.2898,,0.0,5.460691285532295,,2.482446034626034,0.25448716759414,-1.538589059014318,3.218875824868201,trifolium alpestre
wfo-0000426833,Valeriana dioica,Valeriana,Caprifoliaceae,812.12,23.61,35.44183992,0.204174904,0.6361,0.158954644,0.0,6.699648112494041,-1.839136375317304,3.3398622381143155,-0.4523994952973785,-1.5887782799227987,3.1616703510974213,valeriana dioica
wfo-0000419358,Verbascum phoeniceum,Verbascum,Scrophulariaceae,,,,0.489736587,0.11,,0.0,,,,-2.2072749131897207,-0.7138876099751025,,verbascum phoeniceum
wfo-0000332486,Vernicia montana,Vernicia,Euphorbiaceae,55000.0,22.53324138,40.30849804,15.0,,,0.0,10.915088464214609,,3.211192962780435,,2.70805020110221,3.114991613603252,vernicia montana
wfo-0000426240,Viola alba,Viola,Violaceae,919.78,17.29412911,44.72346241,0.070472987,1.6939,0.259229628,0.0,6.824134511012062,-1.3500410154808442,3.1072570289374006,0.5270335626101991,-2.6525258057102263,2.850367086105375,viola alba
wfo-0000422684,Vismia cayennensis,Vismia,Hypericaceae,2843.025,17.79818926,81.9337514,7.763375554,1.0,,0.0,7.9526239051403005,,2.5018442680089543,0.0,2.0494172336847982,2.8790967251572086,vismia cayennensis
wfo-0001301425,Weinmannia trichosperma,Weinmannia,Cunoniaceae,,9.0,149.2537313,29.02346073,0.1,,0.0,,,1.9021075266869203,-2.302585092994045,3.36810449361954,2.19722457733622,weinmannia trichosperma
wfo-0000172302,Xylia xylocarpa,Xylia,Fabaceae,,,,30.0,294.12,,0.0,,,,5.683987847328021,3.4011973816621555,,xylia xylocarpa
wfo-0000092435,Achillea nobilis,Achillea,Asteraceae,,,,,0.08,,0.0,,,,-2.525728644308256,,,achillea nobilis
wfo-0000518861,Acronychia pedunculata,Acronychia,Rutaceae,5083.92,21.0,103.0927835,13.66025404,129.868,,0.0,8.533837896544311,,2.272125885559337,4.866518549988017,2.614490451334284,3.044522437723423,acronychia pedunculata
wfo-0000522269,Aesculus flava,Aesculus,Sapindaceae,,,,29.45915849,13766.1783,,0.0,,,,9.529970015075506,3.3830048461322817,,aesculus flava
wfo-0000937579,Alangium salviifolium,Alangium,Cornaceae,,,,8.0,,,0.0,,,,,2.079441541679836,,alangium salviifolium
wfo-0000530076,Amaranthus blitoides,Amaranthus,Amaranthaceae,,43.2,55.12679162,0.312031851,0.9439,,0.0,,,2.898119444700191,-0.0577350506512383,-1.164650009844669,3.765840495250065,amaranthus blitoides
wfo-0000169564,Anadenanthera colubrina,Anadenanthera,Fabaceae,,,,25.0,187.5674,,0.0,,,,5.234138247484469,3.218875824868201,,anadenanthera colubrina
wfo-0000541465,Aquilegia nigricans,Aquilegia,Ranunculaceae,,,,0.576899828,,,0.0,,,,,-0.5500866358645969,,aquilegia nigricans
wfo-0001444737,Astragalus laxmannii subsp. laxmannii,Astragalus,Fabaceae,,,74.019245,0.5,1.4574,,0.0,,,2.603430152022108,0.3766540262540447,-0.6931471805599453,,astragalus laxmannii subsp. laxmannii
wfo-0001107233,Athyrium filix-femina,Athyrium,Athyriaceae,,24.49,,0.633536272,3.68e-05,,0.0,,,,-10.21001271278939,-0.4564380243485905,3.1982648709640764,athyrium filix-femina
wfo-0000044153,Bidens radiata,Bidens,Asteraceae,9572.68,,31.75722916,0.495276203,1.4574,0.12489996,0.0,9.166668487039898,-2.0802421821068613,3.449634889482148,0.3766540262540447,-0.702639686171085,,bidens radiata
wfo-1200102370,Austroblechnum patersonii subsp. patersonii,Austroblechnum,Blechnaceae,3716.23,,61.57635468,0.4,5.15e-06,,0.0,8.22046499252857,,2.787477334730332,-12.17651384328863,-0.916290731874155,,austroblechnum patersonii subsp. patersonii
