TRY 30 AccSpecies ID,Species name standardized against TPL,Taxonomic level,Status according to TPL,Genus,Family,Phylogenetic Group within angiosperms,Phylogenetic Group General,Adaptation to terrestrial or aquatic habitats,Woodiness,Growth Form,Succulence,Nutrition type (parasitism),Nutrition type (carnivory),Leaf type,Leaf area (mm2),Leaf area (n.o.),Nmass (mg/g),Nmass (n.o.),LMA (g/m2),LMA (n.o.),Plant height (m),Plant height (n.o.),Diaspore mass (mg),Diaspore mass (n.o.),SSD observed (mg/mm3),SSD (n.o.),LDMC (g/g),LDMC (n.o.),SSD imputed (mg/mm3),SSD combined (mg/mm3),Number of traits with values
50058,Sibthorpia europaea,species,accepted,Sibthorpia,Plantaginaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,316,1,NA,NA,NA,NA,0.05,1,NA,NA,NA,NA,NA,NA,NA,NA,2
50061,Sicyos angulatus,species,accepted,Sicyos,Cucurbitaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,climber,NA,NA,NA,broadleaved,NA,NA,27.65,1,38.4,1,4.30886938,6,93,7,NA,NA,NA,NA,NA,NA,4
50102,Sida spinosa,species,accepted,Sida,Malvaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,67.41,1,26.61,1,59.935870799999996,2,0.641996885,1,2.8487,12,NA,NA,NA,NA,NA,NA,5
50122,Sideritis hirsuta,species,accepted,Sideritis,Lamiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.5,6,1.3543,9,NA,NA,NA,NA,NA,NA,2
50123,Sideritis hyssopifolia,species,accepted,Sideritis,Lamiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,NA,NA,NA,NA,NA,NA,NA,0.317017366,10,NA,NA,NA,NA,NA,NA,NA,NA,1
50131,Sideritis montana,species,accepted,Sideritis,Lamiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,126,1,NA,NA,49.39491383,2,0.19,1,0.6904,20,NA,NA,NA,NA,NA,NA,4
50136,Sideritis romana,species,accepted,Sideritis,Lamiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,50.505,NA,0.149689758,10,0.51,3,NA,NA,NA,NA,NA,NA,3
50137,Sideritis taurica,species,accepted,Sideritis,Lamiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,1.1,7,NA,NA,NA,NA,NA,NA,1
50167,Sigesbeckia orientalis,species,accepted,Sigesbeckia,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,8365.25,5,NA,NA,32.70111184,5,0.976779656,12,1.2885,21,NA,NA,0.12,5,0.15875,0.15875,5
50168,Sigesbeckia serrata,species,accepted,Sigesbeckia,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.81386858,NA,1.1898,7,NA,NA,NA,NA,NA,NA,2
50169,Silaum silaus,species,accepted,Silaum,Apiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,4477.62,6,NA,NA,57.56682717,6,0.545124104,23,1.7182,14,NA,NA,0.284956137,6,0.245187016,0.245187016,5
50170,Silene acaulis,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,8.06,63,15,4,57.66632233,31,0.030816264,55,0.3061,49,NA,NA,0.18,23,0.19019,0.19019,6
50174,Silene alpestris,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,1
50176,Silene apetala,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,0.21,4,NA,NA,NA,NA,NA,NA,1
15830,Silene baccifera,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.945410866,17,1.4015,6,NA,NA,NA,NA,NA,NA,2
50181,Silene behen,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1
71510,Silene borysthenica,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,0.21,4,NA,NA,NA,NA,NA,NA,1
97723,Silene campanula,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,NA,NA,NA,NA,NA,NA,NA,0.107721735,6,NA,NA,NA,NA,NA,NA,NA,NA,1
71512,Silene chalcedonica,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,3.65,4,NA,NA,NA,NA,NA,NA,1
50194,Silene chlorantha,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,201.25,5,NA,NA,83.89261745,5,0.198270323,6,NA,NA,NA,NA,0.22,5,0.21115,0.21115,4
97724,Silene chlorifolia,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,NA,NA,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1
97725,Silene ciliata,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.05,2,NA,NA,NA,NA,NA,NA,NA,NA,1
50197,Silene colorata,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.3,4,0.3735,5,NA,NA,NA,NA,NA,NA,2
50199,Silene conica,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,316,1,NA,NA,NA,NA,0.164684634,18,0.3355,14,NA,NA,NA,NA,NA,NA,3
50200,Silene conoidea,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,1.106,10,NA,NA,NA,NA,NA,NA,1
97727,Silene cordifolia,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.144224957,6,NA,NA,NA,NA,NA,NA,NA,NA,1
34524,Silene coronaria,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.731731325,1,0.5407,8,NA,NA,NA,NA,NA,NA,2
50202,Silene cretica,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,294,5,NA,NA,43.23389537,5,0.350117299,17,0.6285,18,NA,NA,0.13,5,0.16399,0.16399,5
50204,Silene csereii,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,0.44,4,NA,NA,NA,NA,NA,NA,1
50206,Silene densiflora,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,0.5477,5,NA,NA,NA,NA,NA,NA,1
50207,Silene dichotoma,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,1040.75,5,NA,NA,40.95004095,5,0.456974859,22,0.8653,26,NA,NA,0.12,5,0.15875,0.15875,5
50209,Silene dioica,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,3533,20,30.11002581,25,27.65563557,59,0.556062394,41,0.6827,35,NA,NA,0.11,29,0.15351,0.15351,6
50214,Silene elisabethae,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,69.995,NA,0.123310604,8,0.5144,5,NA,NA,0.178007,NA,0.189145668,0.189145668,4
50217,Silene fabaria,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,0.6512,5,NA,NA,NA,NA,NA,NA,1
34527,Silene flos-cuculi,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,569.24,14,15.55,7,39.95835885,54,0.456255889,37,0.1728,44,0.240763333,NA,NA,NA,NA,0.240763333,6
50221,Silene flos-jovis,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,14,NA,45.00450045,NA,0.479356345,8,0.57,NA,NA,NA,NA,NA,NA,NA,4
97732,Silene fruticosa,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1
50224,Silene gallica,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,449,26,15.64,4,39.31785497,32,0.26694741,68,0.4091,38,NA,NA,0.165227116,9,0.182449009,0.182449009,6
50293,Silene gallinyi,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1
50231,Silene hampeana,species,unresolved,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1
50233,Silene inaperta,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1
90276,Silene involucrata,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.05,2,NA,NA,NA,NA,NA,NA,NA,NA,1
50234,Silene italica,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,1002,3,19.18,4,56.17500111,6,0.40083555,23,0.5115,19,0.253178,NA,NA,NA,NA,0.253178,6
50254,Silene italica subsp. nemoralis,variety or subspecies,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.720843424,6,NA,NA,NA,NA,NA,NA,NA,NA,1
50239,Silene latifolia,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,1646.63,7,NA,NA,48.02853059,8,0.686351046,27,0.8218,40,NA,NA,0.14,4,0.16923,0.16923,5
71514,Silene linearifolia,species,unresolved,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,0.26,4,NA,NA,NA,NA,NA,NA,1
50241,Silene linicola,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,599.5,5,NA,NA,35.54923569,5,0.412961808,15,2.4259,12,NA,NA,0.12,5,0.15875,0.15875,5
71516,Silene multiflora,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,0.16,4,NA,NA,NA,NA,NA,NA,1
50257,Silene noctiflora,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,1609.43,5,NA,NA,46.00022646,6,0.211152261,29,1.0524,51,NA,NA,0.164924225,4,0.182290294,0.182290294,5
50258,Silene nocturna,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.387298335,2,0.12,4,NA,NA,NA,NA,NA,NA,2
50259,Silene nutans,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,349.07,20,35.74,5,47.65822007,40,0.362058434,49,0.3454,49,NA,NA,0.191833261,30,0.196390629,0.196390629,6
50261,Silene otites,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,169.42,21,30.07819305,3,77.33521869,20,0.26519106,23,0.2148,22,NA,NA,0.224944438,20,0.213740885,0.213740885,6
50262,Silene paradoxa,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,0.72,4,NA,NA,NA,NA,NA,NA,1
97757,Silene petrarchae,species,unresolved,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,NA,NA,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.05,2,NA,NA,NA,NA,NA,NA,NA,NA,1
50265,Silene pinetorum,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1
50269,Silene pusilla,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.098259319,14,0.12,4,NA,NA,NA,NA,NA,NA,2
71520,Silene pygmaea,species,unresolved,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,0.4,4,NA,NA,NA,NA,NA,NA,1
64883,Silene saxatilis,species,unresolved,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,314.06,1,28.44,1,46.9924812,1,NA,NA,NA,NA,NA,NA,0.19,1,0.19543,0.19543,4
50278,Silene saxifraga,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,107.285,NA,0.144716897,8,0.33,6,NA,NA,0.29946,NA,0.25278704,0.25278704,4
50279,Silene scabriflora,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,43.23376476,1,0.110722222,1,0.3166,8,NA,NA,NA,NA,NA,NA,3
50281,Silene sclerocarpa,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1
50283,Silene sedoides,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.1,2,NA,NA,NA,NA,NA,NA,NA,NA,1
50288,Silene spergulifolia,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,0.5,5,NA,NA,NA,NA,NA,NA,1
50289,Silene tatarica,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.353277553,6,0.16,5,NA,NA,NA,NA,NA,NA,2
50290,Silene thymifolia,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,0.88,4,NA,NA,NA,NA,NA,NA,1
50296,Silene uniflora,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,273,5,NA,NA,51.84033874,21,0.25,8,0.6925,13,NA,NA,0.13,13,0.16399,0.16399,5
97737,Silene uniflora subsp. glareosa,variety or subspecies,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,NA,NA,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.181712059,6,NA,NA,NA,NA,NA,NA,NA,NA,1
103597,Silene uralensis,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.05,2,NA,NA,NA,NA,NA,NA,NA,NA,1
97770,Silene vallesia,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.09085603,6,NA,NA,NA,NA,NA,NA,NA,NA,1
71526,Silene velutina,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,1.09,4,NA,NA,NA,NA,NA,NA,1
97771,Silene veselskyi,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.130842652,6,NA,NA,NA,NA,NA,NA,NA,NA,1
50300,Silene viridiflora,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.545136178,6,0.44,4,NA,NA,NA,NA,NA,NA,2
50301,Silene viscaria,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,476.5,NA,17,8,76.33454343,8,0.355869287,16,0.0583,8,NA,NA,0.3,8,0.25307,0.25307,6
50303,Silene viscosa,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.333591341,6,0.67,NA,NA,NA,NA,NA,NA,NA,2
50304,Silene vulgaris,species,accepted,Silene,Caryophyllaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,1263.74,67,26.95244992,8,46.93427831,75,0.398316118,87,0.8341,52,NA,NA,0.166221191,51,0.182969904,0.182969904,6
50309,Silphium perfoliatum,species,accepted,Silphium,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,1.82,2,6.85,7,NA,NA,NA,NA,NA,NA,2
50313,Silybum marianum,species,accepted,Silybum,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.803847193,26,20.4133,35,NA,NA,NA,NA,NA,NA,2
50326,Simethis mattiazzii,species,accepted,Simethis,Xanthorrhoeaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,NA,NA,independent,NA,broadleaved,316,1,NA,NA,NA,NA,0.304918907,3,NA,NA,NA,NA,NA,NA,NA,NA,2
50347,Sinapis alba,species,accepted,Sinapis,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,2316,6,NA,NA,55.61893721,7,0.402594593,34,4.4012,39,NA,NA,0.138564065,7,0.16847757,0.16847757,5
50348,Sinapis arvensis,species,accepted,Sinapis,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,7095.17,8,NA,NA,28.97443418,18,0.452827316,35,1.998,48,NA,NA,0.100265959,6,0.148409362,0.148409362,5
50408,Sison amomum,species,accepted,Sison,Apiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,6204,2,NA,NA,44.26122157,4,0.612372436,10,1.24,7,NA,NA,0.21,2,0.20591,0.20591,5
50412,Sisymbrium altissimum,species,accepted,Sisymbrium,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,3258.56,9,NA,NA,47.75188705,9,0.493639469,38,0.1921,36,NA,NA,0.119582607,9,0.158531286,0.158531286,5
50415,Sisymbrium austriacum,species,accepted,Sisymbrium,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.371250126,15,0.232,18,NA,NA,NA,NA,NA,NA,2
50418,Sisymbrium erysimoides,species,accepted,Sisymbrium,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,200,1,NA,NA,38.24091778,1,0.6,9,0.119,26,NA,NA,NA,NA,NA,NA,4
50422,Sisymbrium irio,species,accepted,Sisymbrium,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,6169.44,1,NA,NA,39.46096331,1,0.271307139,25,0.0937,45,NA,NA,NA,NA,NA,NA,4
50424,Sisymbrium loeselii,species,accepted,Sisymbrium,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,2509.68,24,NA,NA,53.38744656,22,0.433832371,40,0.0823,27,NA,NA,0.189471923,22,0.195153288,0.195153288,5
50427,Sisymbrium officinale,species,accepted,Sisymbrium,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,2725.81,9,NA,NA,45.07207166,13,0.466177809,38,0.263,27,NA,NA,0.136583994,6,0.167440013,0.167440013,5
50428,Sisymbrium orientale,species,accepted,Sisymbrium,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,1270.94,5,NA,NA,44.22817459,8,0.595848113,26,0.206,11,NA,NA,0.114891253,4,0.156073017,0.156073017,5
50430,Sisymbrium polyceratium,species,accepted,Sisymbrium,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.363424119,6,NA,NA,NA,NA,NA,NA,NA,NA,1
50435,Sisymbrium strictissimum,species,accepted,Sisymbrium,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.644993616,8,0.3716,25,NA,NA,NA,NA,NA,NA,2
50439,Sisymbrium volgense,species,accepted,Sisymbrium,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.399983722,6,0.18,12,NA,NA,NA,NA,NA,NA,2
50443,Sisyrinchium angustifolium,species,accepted,Sisyrinchium,Iridaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.6,1,0.595,4,NA,NA,NA,NA,NA,NA,2
