wfo_accepted_name,EIVEres-L,EIVEres-T,EIVEres-M,EIVEres-R,EIVEres-N,Species name standardized against TPL,Genus,Family,Woodiness,Growth Form,Leaf type,Leaf area (mm2),Nmass (mg/g),LMA (g/m2),Plant height (m),Diaspore mass (mg),SSD observed (mg/mm3),SSD combined (mg/mm3),SSD used (mg/mm3),Leaf area (n.o.),Nmass (n.o.),LMA (n.o.),Plant height (n.o.),Diaspore mass (n.o.),SSD (n.o.),ssd_imputed_used,min_records_6traits,Myco_Group_Final
Saxifraga rotundifolia,4.12224709503296,2.39402609846691,5.50354711371842,7.32684224505985,6.39337403788669,Saxifraga rotundifolia,Saxifraga,Saxifragaceae,non-woody,herbaceous non-graminoid,broadleaved,1875.92,17.94043521,52.34379099,0.263273637,0.04,NA,0.165524418,0.165524418,60,6,60,72,3,NA,1,3,NA
Scabiosa atropurpurea,7.77489645727941,6.33178931223196,3.24185708969087,6.66799463900003,4.81353378790828,Scabiosa atropurpurea,Scabiosa,Caprifoliaceae,non-woody,herbaceous non-graminoid,broadleaved,946.75,27.3313415,79.10375398,0.637334114,1.6513,NA,0.196257553,0.196257553,5,6,27,19,14,NA,1,5,NA
Schoenoplectus lacustris,7.73837036932179,4.22576403256355,8.26041990535882,6.63492533906325,5.90610928353903,Schoenoplectus lacustris,Schoenoplectus,Cyperaceae,non-woody,herbaceous graminoid,broadleaved,1355.32,17,65.44968891,1.96740566,1.9224,NA,0.137063629,0.137063629,9,1,16,14,20,NA,1,1,Pure_NM
Schoenus nigricans,8.82956651634957,5.0472433503879,6.89128601508165,8.4508741155154,2.64186213461196,Schoenus nigricans,Schoenus,Cyperaceae,non-woody,herbaceous graminoid,broadleaved,624.13,15.12313407,144.6261745,0.292806266,0.6194,NA,0.34833284,0.34833284,12,62,36,17,34,NA,1,12,Facultative_AM_NM
Scilla bifolia,4.67288092541479,4.80701489161925,5.10425231183497,6.98303473064003,6.35421357596532,Scilla bifolia,Scilla,Asparagaceae,non-woody,herbaceous non-graminoid,broadleaved,2376.75,44.83340656,24.12545235,0.151120939,9.1899,NA,0.06485,0.06485,15,3,15,15,6,NA,1,3,NA
Scleranthus annuus,6.77981492733274,4.30346020452886,3.53744088971589,3.03430269638406,3.94468077643752,Scleranthus annuus,Scleranthus,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,4.58,22.55491726,31.71289107,0.088259767,1.1994,NA,0.177047265,0.177047265,26,3,31,49,29,NA,1,3,Pure_NM
Scorzoneroides autumnalis,7.40679417639901,3.63940236217555,4.6530021699314,5.34969926198377,5.08786325900786,Scorzoneroides autumnalis,Scorzoneroides,Compositae,non-woody,herbaceous non-graminoid,broadleaved,209.03,20.30995878,39.38853804,0.131396185,0.6735,0.19242,0.19242,0.19242,166,27,114,163,90,NA,0,27,Facultative_AM_NM
Scorzoneroides helvetica,8.0359580206059,1.37565519753497,4.24958731749139,2.72566372233337,2.3884587683314,Scorzoneroides helvetica,Scorzoneroides,Compositae,non-woody,herbaceous non-graminoid,broadleaved,193.7,29.06093287,71.874,0.122474487,1.71,NA,0.230804192,0.230804192,17,3,17,8,7,NA,1,3,NA
Scrophularia nodosa,3.80861043549089,3.92324685410857,5.18025588916177,6.08924795751375,7.14040125360869,Scrophularia nodosa,Scrophularia,Scrophulariaceae,non-woody,herbaceous non-graminoid,broadleaved,5820.65,28.81226785,33.54724214,0.749515346,0.0945,NA,0.19019,0.19019,13,3,16,36,29,NA,1,3,Facultative_AM_NM
Sedum acre,8.19174404733174,4.20589484258548,1.96021466906368,6.40229353607729,1.68824340652767,Sedum acre,Sedum,Crassulaceae,non-woody,succulent,broadleaved,12.25,15.17,83.59547169,0.070619432,0.0336,NA,0.12731,0.12731,13,5,27,47,38,NA,1,5,Pure_NM
Sedum album,8.82469839633912,4.64733477095821,2.0810085421767,6.27225968210625,1.84706703182388,Sedum album,Sedum,Crassulaceae,non-woody,succulent,broadleaved,14.04,11.56849705,60.11011579,0.112562181,0.0255,NA,0.121540653,0.121540653,17,3,17,36,21,NA,1,3,Facultative_AM_NM
Sedum tenellum,9.4637966140776,6.10046352437273,1.79538179950648,5.68716360525586,3.34877226823573,Sedum tenellum,Sedum,Crassulaceae,non-woody,succulent,broadleaved,3.7,12.73,88.65248227,0.07,0.01,NA,0.195837118,0.195837118,1,1,1,NA,1,NA,1,1,NA
Sempervivum tectorum,8.33151051581128,3.60438291674677,1.93912620642391,4.64818652923573,2.45877833398303,Sempervivum tectorum,Sempervivum,Crassulaceae,non-woody,succulent,broadleaved,373.43,15.72416662,75.87353874,0.265257349,0.0096,NA,0.114021892,0.114021892,20,3,20,18,NA,NA,1,3,Pure_NM
Senecio doronicum,7.93141504809106,1.55520982966559,4.20745898650051,7.61864648387247,2.73641119818075,Senecio doronicum,Senecio,Compositae,non-woody,herbaceous non-graminoid,broadleaved,1789.2,28.58606288,78.486,0.20396489,0.28,NA,0.163056232,0.163056232,10,3,10,14,8,NA,1,3,NA
Senecio inaequidens,8.33640429646261,5.55028205494159,2.64545483934276,6.81676135465907,3.98600572862591,Senecio inaequidens,Senecio,Compositae,woody,shrub,broadleaved,207.88,19.01917602,52.56791126,0.602261138,0.2167,0.47,0.47,0.47,20,3,21,17,17,NA,0,3,Pure_NM
Senecio nemorensis,5.71653676664451,2.88008743105447,5.15609482388791,5.57784680614991,7.78969693665002,Senecio nemorensis,Senecio,Compositae,non-woody,herbaceous non-graminoid,broadleaved,5047.75,37.68,31.75578801,1.187737801,0.77,NA,0.16399,0.16399,11,4,16,4,NA,NA,1,4,NA
Senecio ovatus,5.56062363209367,3.47043989820258,4.59565370240116,5.50308912912466,7.66808987602084,Senecio ovatus,Senecio,Compositae,non-woody,herbaceous non-graminoid,broadleaved,7779.79,29.8915719,36.09664148,0.985395083,1.2558,NA,0.146583244,0.146583244,10,12,13,NA,7,NA,1,7,NA
Senecio vulgaris,7.23444483908117,4.3525369216631304,4.18704274370615,6.00716615975585,7.83439169766348,Senecio vulgaris,Senecio,Compositae,non-woody,herbaceous non-graminoid,broadleaved,368.71,38.18827896,32.96429303,0.284069238,0.2452,NA,0.137461211,0.137461211,18,13,35,37,129,NA,1,13,Facultative_AM_NM
Sequoia sempervirens,5.74785173738813,6.10748521688787,5.94865988936327,NA,NA,Sequoia sempervirens,Sequoia,Cupressaceae,woody,tree,broadleaved,24,10.26406094,252.0219234,89.89,4.3077,0.448998886,0.448998886,0.448998886,4,22,6,38,21,11,0,4,Facultative_AM_NM
Sequoiadendron giganteum,6.44225005718127,6.10748521688787,5.70443442454531,NA,NA,Sequoiadendron giganteum,Sequoiadendron,Cupressaceae,woody,tree,needleleaved,4,10.5,542.5884377,84.18681749,5.5453,0.43,0.43,0.43,NA,NA,1,28,16,3,0,1,Pure_NM
Serratula tinctoria,6.48520602594126,4.43113244747011,4.99017288446604,6.37673779299505,3.59589307886816,Serratula tinctoria,Serratula,Compositae,non-woody,herbaceous non-graminoid,broadleaved,3936.59,12.74389784,51.5261031,0.44486751,2.3484,NA,0.192944418,0.192944418,34,3,37,58,33,NA,1,3,Low_Confidence
Seseli montanum,7.73609095692853,4.75976144987169,3.30978748274637,7.4262398277776,2.75156365203658,Seseli montanum,Seseli,Apiaceae,non-woody,herbaceous non-graminoid,broadleaved,317,21.10140214,84.00769833,0.321104651,1.162,NA,0.224256298,0.224256298,NA,NA,NA,9,NA,NA,1,9,NA
Sesleria caerulea,7.02712499710089,3.05209609934483,3.92045933515695,8.72585031089504,2.46579532744096,Sesleria caerulea,Sesleria,Poaceae,non-woody,herbaceous graminoid,broadleaved,464.41,19.31020032,70.64816134,0.22314475,1.4594,0.291185,0.291185,0.291185,2,8,10,56,17,NA,0,2,Facultative_AM_NM
Setaria italica,8.00915546401842,6.22339114331025,3.51836082808278,6.88271158462522,7.81398382741692,Setaria italica,Setaria,Poaceae,non-woody,herbaceous graminoid,broadleaved,5638.5,14.93452376,41.82350481,0.824186148,2.2444,NA,0.18029,0.18029,5,10,5,23,8,NA,1,5,Facultative_AM_NM
Setaria parviflora,7.33162780569838,6.06638742864519,4.51223559474195,6.5321968437047,5.68185920609109,Setaria parviflora,Setaria,Poaceae,non-woody,herbaceous graminoid,broadleaved,851.25,17.085973160000002,77.04364915,0.251486865,0.9261,NA,0.25133,0.25133,NA,NA,NA,NA,NA,NA,1,NA,Pure_NM
Setaria pumila,7.50676520667711,5.61004075128687,3.7085731086998,5.48124941158541,5.96254535208577,Setaria pumila,Setaria,Poaceae,non-woody,herbaceous graminoid,broadleaved,1890.75,25.09,38.09883402,0.448073154,1.5847,NA,0.1883264,0.1883264,5,1,8,24,12,NA,1,1,NA
Setaria viridis,7.56904091004939,4.85996165469314,3.43869027779937,4.88305985304417,6.83092611312073,Setaria viridis,Setaria,Poaceae,non-woody,herbaceous graminoid,broadleaved,936.14,22.70398064,30.98096369,0.296079204,1.2959,NA,0.219282346,0.219282346,17,28,19,35,30,NA,1,17,Facultative_AM_NM
Sibbaldia procumbens,7.60359580328969,0.887812542717851,5.39251195491149,3.10054081384519,3.65694714985847,Sibbaldia procumbens,Sibbaldia,Rosaceae,non-woody,herbaceous non-graminoid,broadleaved,160.36,25.17867568,60.77603496,0.028014167,0.5098,NA,0.27523506,0.27523506,210,8,93,112,65,NA,1,8,Facultative_AM_NM
Silene acaulis,9.42603462248271,0.466870443463585,3.57229008886361,4.80338205774736,0.463399993063633,Silene acaulis,Silene,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,8.06,15,57.66632233,0.030816264,0.3061,NA,0.19019,0.19019,63,4,31,55,49,NA,1,4,Facultative_AM_NM
Silene dioica,5.14635119028947,3.76079104167309,5.24620230525777,6.57161156055228,7.97290779629012,Silene dioica,Silene,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,3533,30.11002581,27.65563557,0.556062394,0.6827,NA,0.15351,0.15351,20,25,59,41,35,NA,1,20,Facultative_AM_NM
Silene flos-cuculi,7.08378509298616,3.87475077372429,5.94829797619989,5.62196206808641,4.78632263697892,Silene flos-cuculi,Silene,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,569.24,15.55,39.95835885,0.456255889,0.1728,0.240763333,0.240763333,0.240763333,14,7,54,37,44,NA,0,7,NA
Silene gallica,7.67520588880317,5.50061642573243,3.61965296632527,5.48840699092341,5.44785943673221,Silene gallica,Silene,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,449,15.64,39.31785497,0.26694741,0.4091,NA,0.182449009,0.182449009,26,4,32,68,38,NA,1,4,NA
Silene italica,6.43308110774129,3.46668261671214,4.68086841362322,5.96495271091072,5.19018736926858,Silene italica,Silene,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,1002,19.18,56.17500111,0.40083555,0.5115,0.253178,0.253178,0.253178,3,4,6,23,19,NA,0,3,NA
Silene nutans,6.72774169166937,4.16140198639255,3.31835743437975,6.37516941865433,3.02907949237919,Silene nutans,Silene,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,349.07,35.74,47.65822007,0.362058434,0.3454,NA,0.196390629,0.196390629,20,5,40,49,49,NA,1,5,Pure_NM
Silene otites,8.39982851357182,5.3187063804991,2.16862313987337,7.32646566648088,2.41297350443746,Silene otites,Silene,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,169.42,30.07819305,77.33521869,0.26519106,0.2148,NA,0.213740885,0.213740885,21,3,20,23,22,NA,1,3,Facultative_AM_NM
Silene viscaria,7.20687959325009,4.4177823481448,3.39877281759493,4.47202641109575,2.37220223292515,Silene viscaria,Silene,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,476.5,17,76.33454343,0.355869287,0.0583,NA,0.25307,0.25307,NA,8,8,16,8,NA,1,8,NA
Silene vulgaris,7.23957026943712,4.30781645974323,3.62327852979238,6.45205785172695,3.50429010551661,Silene vulgaris,Silene,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,1263.74,26.95244992,46.93427831,0.398316118,0.8341,NA,0.182969904,0.182969904,67,8,75,87,52,NA,1,8,Pure_NM
Solanum dulcamara,6.03673725291214,4.20153145361142,6.49767445074946,6.32248075119004,7.71065570836489,Solanum dulcamara,Solanum,Solanaceae,non-woody,climber,broadleaved,1408.31,39.56191837,28.65708511,1.012282515,1.489,0.23,0.23,0.23,76,26,105,50,44,3,0,3,Facultative_AM_NM
Solanum tuberosum,7.42679411558232,4.83035885091377,4.17158851756431,6.22832618504549,7.40860007099615,Solanum tuberosum,Solanum,Solanaceae,non-woody,herbaceous non-graminoid,broadleaved,13128,36.83333333,42.15734716,0.651799091,0.7,NA,0.15875,0.15875,5,NA,7,13,7,NA,1,5,Facultative_AM_NM
Soldanella pusilla,6.90895060691275,1.18176157498005,5.93025718988454,3.81159254263612,3.11601540321228,Soldanella pusilla,Soldanella,Primulaceae,non-woody,herbaceous non-graminoid,broadleaved,80.65,20.40388835,49.119,0.043558772,0.24,NA,0.223753772,0.223753772,16,3,16,14,NA,NA,1,3,NA
Solidago canadensis,7.5197887287086,4.66931499837215,4.86667788717353,6.11300127022223,6.58956603816745,Solidago canadensis,Solidago,Compositae,non-woody,herbaceous non-graminoid,broadleaved,894.72,16.25032178,60.79755528,0.816947234,0.0752,NA,0.244929462,0.244929462,658,11,668,685,50,NA,1,11,Facultative_AM_NM
Solidago gigantea,7.48889829540639,4.56546094288084,5.12785013651126,6.03621717649312,7.11312294374025,Solidago gigantea,Solidago,Compositae,non-woody,herbaceous non-graminoid,broadleaved,755.98,11.96915806,61.87840822,1.082901854,0.1273,NA,0.256688476,0.256688476,42,10,43,73,15,NA,1,10,Pure_NM
Solidago rugosa,5.42527060349624,4.14059325648029,5.61722044249894,5.41454203788441,4.88391971186859,Solidago rugosa,Solidago,Compositae,non-woody,herbaceous non-graminoid,broadleaved,1182.58,19.10027428,42.59726192,0.797463989,0.1127,NA,0.249595387,0.249595387,125,5,125,133,23,NA,1,5,NA
Solidago virgaurea,5.02295950865315,3.6907543637244,4.25865232177101,4.42223600156636,4.22823479035539,Solidago virgaurea,Solidago,Compositae,non-woody,herbaceous non-graminoid,broadleaved,984.1,28.30752937,43.44965438,0.50795132,0.5188,NA,0.20051705,0.20051705,68,27,86,82,32,NA,1,27,Pure_AM
Sonchus asper,7.32763884135524,4.5571635091525,4.2680534024942,6.80650462485009,7.05622466547068,Sonchus asper,Sonchus,Compositae,non-woody,herbaceous non-graminoid,broadleaved,5059.97,7.226201,41.31786482,0.492923933,0.2681,NA,0.156642367,0.156642367,338,4,343,358,101,NA,1,4,Facultative_AM_NM
Sonchus oleraceus,7.2817807443479,4.75909660695936,4.04860408504491,7.51211298678941,8.02483273819094,Sonchus oleraceus,Sonchus,Compositae,non-woody,herbaceous non-graminoid,broadleaved,2619.09,34.9,27.73135742,0.795353852,0.2867,NA,0.156073017,0.156073017,14,7,27,45,28,NA,1,7,Facultative_AM_NM
Sorbus aria,5.79358217500005,4.22645085050282,3.54193538676565,7.00343923909855,3.17430184841478,Sorbus aria,Sorbus,Rosaceae,woody,tree,broadleaved,4806.58,19.11794915,66.10353891,7.212731826,34.0266,0.726042169,0.726042169,0.726042169,37,17,43,51,31,37,0,17,Facultative_AM_NM
Sorbus aucuparia,5.68148950421877,3.83668697194765,4.78945971318144,4.15275333186705,3.9200854998069,Sorbus aucuparia,Sorbus,Rosaceae,woody,shrub/tree,broadleaved,616.09,21.96885965,69.49790959,13.47529198,3.4691,0.591768198,0.591768198,0.591768198,118,69,165,120,63,19,0,19,Facultative_AM_NM
Sorbus torminalis,4.63929598807468,5.1500513880497,3.92474527495363,7.04720950942041,4.00524431067988,Sorbus torminalis,Sorbus,Rosaceae,woody,tree,broadleaved,6209.69,17.68,40.98462184,10.19459959,34.7318,0.658103335,0.658103335,0.658103335,31,9,33,63,26,5,0,5,Mixed_Uncertain
Sorghum bicolor,8.52895336722849,6.37537568863711,3.667297483419,6.33120619543981,6.15081956022409,Sorghum bicolor,Sorghum,Poaceae,non-woody,herbaceous graminoid,broadleaved,13406.48,23.77571694,48.11071043,1.609094768,11.1832,NA,0.260996768,0.260996768,10,3,12,4,16,NA,1,3,Pure_NM
Sorghum halepense,7.86882610585226,6.1075058478007,4.43272160767185,7.06900110273913,7.45708588679652,Sorghum halepense,Sorghum,Poaceae,non-woody,herbaceous graminoid,broadleaved,5260.54,22.20732468,56.73174237,1.405980035,3.4639,NA,0.305265648,0.305265648,22,9,26,23,25,NA,1,9,Facultative_AM_NM
Sparganium angustifolium,7.77327030869969,2.74405884208257,8.82036442519835,2.87500632127074,1.44474039747594,Sparganium angustifolium,Sparganium,Typhaceae,non-woody,herbaceous graminoid,broadleaved,1156.6,23.18,27.54820937,0.158489319,2.3679,NA,0.12701,0.12701,2,2,2,10,7,NA,1,2,Pure_NM
Sparganium emersum,6.98032305710702,4.1938431748164,8.50083857440599,6.02751864629503,6.54625578483284,Sparganium emersum,Sparganium,Typhaceae,non-woody,herbaceous graminoid,broadleaved,3885.19,36.82979667,27.4541026,0.340224957,3.7313,NA,0.088446388,0.088446388,13,3,13,13,14,NA,1,3,Pure_NM
Sparganium erectum,6.95719753892474,4.38635470462182,8.17411633910169,6.67168339656517,6.39191945120233,Sparganium erectum,Sparganium,Typhaceae,non-woody,herbaceous graminoid,broadleaved,14074.25,19.0446843,54.58986088,0.51017555,16.3934,NA,0.123530676,0.123530676,14,3,21,17,11,NA,1,3,Facultative_AM_NM
Spergula arvensis,6.57515176415351,4.11671807874634,4.19285484019638,3.47717758114379,5.56268189196853,Spergula arvensis,Spergula,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,11.06,29.6,72.30788584,0.269685833,0.4435,NA,0.16923,0.16923,18,5,27,45,50,NA,1,5,Pure_NM
Spergularia diandra,9.13797939356938,7.1586476930662,2.65514590712608,7.81875148904085,5.43081406307459,Spergularia diandra,Spergularia,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,9.04,23.67728673,102.9494349,0.045712431,0.0141,NA,0.179409124,0.179409124,25,5,25,100,6,NA,1,5,NA
Spergularia rubra,7.44969805049059,4.34622556653465,4.3850990014286,4.10686049514768,3.88676650732245,Spergularia rubra,Spergularia,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,9.17,27.1,61.83167547,0.109236349,0.0301,NA,0.16399,0.16399,5,2,10,26,33,NA,1,2,Pure_NM
Sporobolus vaginiflorus,7.33162780569838,6.10169804754545,3.28394329593278,5.35712266846719,2.17310693965502,Sporobolus vaginiflorus,Sporobolus,Poaceae,non-woody,herbaceous graminoid,broadleaved,59.08,11.92,21.32196162,0.14825068,0.4898,NA,0.527253933,0.527253933,1,1,2,12,9,NA,1,1,NA
Stachys officinalis,6.66280268741838,4.40898455008865,4.37198090870855,5.64399532726653,3.30065668705608,Stachys officinalis,Stachys,Lamiaceae,non-woody,herbaceous non-graminoid,broadleaved,2850.02,25.32129667,52.15041821,0.316901294,1.0761,0.1474185,0.1474185,0.1474185,41,17,63,53,33,NA,0,17,Facultative_AM_NM
Stachys palustris,6.95059720522277,4.09041313901145,6.31113289515221,6.86652867094237,6.52755192996573,Stachys palustris,Stachys,Lamiaceae,non-woody,herbaceous non-graminoid,broadleaved,937.13,25,40.62739931,0.553756519,1.0986,NA,0.190044332,0.190044332,5,1,6,27,36,NA,1,1,Facultative_AM_NM
Stachys recta,7.1426316835690304,4.83284167470785,2.62929672416965,8.34834499690377,2.68134041910441,Stachys recta,Stachys,Lamiaceae,non-woody,herbaceous non-graminoid,broadleaved,737.09,28.18476645,35.04477289,0.358071863,1.4025,NA,0.203258044,0.203258044,20,3,20,17,15,NA,1,3,Pure_NM
Stachys sylvatica,3.69652610911087,4.04265205841724,5.58453193591903,6.78884384723188,7.3272041379105,Stachys sylvatica,Stachys,Lamiaceae,non-woody,herbaceous non-graminoid,broadleaved,1846.03,26.16792201,23.80738658,0.580349168,1.3681,NA,0.200144683,0.200144683,15,8,26,34,28,NA,1,8,Facultative_AM_NM
Stellaria graminea,6.18020866883881,3.62448190494899,4.15652847874763,4.54448816231802,4.05497547514563,Stellaria graminea,Stellaria,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,110.34,30.5257061,32.23011868,0.334465785,0.277,0.200942033,0.200942033,0.200942033,16,30,64,126,85,NA,0,16,Pure_NM
Stellaria media,6.14756017176325,4.10576099525843,4.48598325287479,6.26642530170733,7.62276965249334,Stellaria media,Stellaria,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,262.73,33.55153559,20.64641471,0.15232626,0.3667,0.1215332,0.1215332,0.1215332,33,11,52,68,74,NA,0,11,Facultative_AM_NM
Stellaria neglecta,5.59701452355324,5.39575738987584,4.79532567239812,6.35076987406269,7.41826762069905,Stellaria neglecta,Stellaria,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,313.02,46.14899143,15.75602236,0.441930294,0.7862,NA,0.13473088,0.13473088,15,3,14,15,9,NA,1,3,NA
Stellaria nemorum,3.11202053954115,3.4710734804486,5.76221134691422,5.19109903695773,7.06487144437265,Stellaria nemorum,Stellaria,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,1545.9,22.43045161,22.46469463,0.406372417,0.2237,NA,0.167525922,0.167525922,17,3,17,26,33,NA,1,3,Pure_NM
Stellaria pallida,6.75543041909437,5.17147244995405,3.41074690861459,6.01722369927204,6.51639896524168,Stellaria pallida,Stellaria,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,25.5,31.42674268,23.88717944,0.152128852,0.115,NA,0.155615192,0.155615192,15,3,14,19,7,NA,1,3,Low_Confidence
Stipa capillata,8.45968395772155,5.47849860631411,2.13478624229448,7.72926344449467,2.74604500643486,Stipa capillata,Stipa,Poaceae,non-woody,herbaceous graminoid,broadleaved,426,17.36726305,132.2751323,0.572997285,4.9101,NA,0.56213,0.56213,5,34,5,12,7,NA,1,5,Facultative_AM_NM
Stipa pennata,8.32851560995644,5.1054466793158,2.32627875444368,7.06503153713245,2.62761063857736,Stipa pennata,Stipa,Poaceae,non-woody,herbaceous graminoid,broadleaved,332.25,15.79039391,104.1107041,0.509545982,22.7664,NA,0.498872913,0.498872913,10,4,10,15,10,NA,1,4,Pure_AM
Stuckenia pectinata,6.2695748419824,4.46038833128748,9.045007613258,7.42908412221725,6.8599251792591,Stuckenia pectinata,Stuckenia,Potamogetonaceae,non-woody,herbaceous non-graminoid,broadleaved,29.99,36.51861939,24.01026649,0.948683298,5.7049,NA,0.14957496,0.14957496,18,3,20,7,4,NA,1,3,Pure_NM
Suaeda maritima,9.19009169096282,5.22435515303635,5.64435143176365,8.01670998825082,6.75847729815603,Suaeda maritima,Suaeda,Amaranthaceae,non-woody,succulent,broadleaved,28.28,17.49688889,94.69096404,0.344192382,0.4053,NA,0.136937947,0.136937947,15,NA,32,38,18,NA,1,15,Facultative_AM_NM
Succisa pratensis,6.63816984722038,3.92732578913593,5.76137359801222,5.59274236727125,2.57075676372566,Succisa pratensis,Succisa,Caprifoliaceae,non-woody,herbaceous non-graminoid,broadleaved,2091.26,14.10332133,59.80473502,0.32700018,1.2385,0.25662,0.25662,0.25662,14,24,70,115,70,2,0,2,Facultative_AM_NM
Symphoricarpos albus,5.70126155497403,4.37543100219078,4.57417492794613,6.21244766959499,6.41145354837531,Symphoricarpos albus,Symphoricarpos,Caprifoliaceae,woody,shrub,broadleaved,1318.87,14.50379607,46.79441482,1.560812225,6.742,0.78,0.78,0.78,17,14,20,32,47,4,0,4,Facultative_AM_NM
Symphyotrichum laeve,7.70995225517144,5.11837472010544,5.06205411499055,8.10712168938898,9.11885007421636,Symphyotrichum laeve,Symphyotrichum,Compositae,non-woody,herbaceous non-graminoid,broadleaved,1127.75,14.88440474,63.9846679,0.927238397,0.37,NA,0.209125298,0.209125298,19,2,20,35,12,NA,1,2,Low_Confidence
Symphyotrichum lanceolatum,6.75875014161701,5.10959817587596,5.11942014298685,7.00849490948476,8.22628038902439,Symphyotrichum lanceolatum,Symphyotrichum,Compositae,non-woody,herbaceous non-graminoid,broadleaved,520.35,11.82,48.97745427,1.333900591,0.45,NA,0.222703629,0.222703629,12,1,23,2,2,NA,1,1,Pure_NM
Symphyotrichum novae-angliae,7.22024537742726,5.01762648681899,5.41254979504859,7.34181972491677,8.4649803666425,Symphyotrichum novae-angliae,Symphyotrichum,Compositae,non-woody,herbaceous non-graminoid,broadleaved,571.38,24.1,42.68763277,0.884534733,0.5407,NA,0.201997704,0.201997704,20,2,45,53,16,NA,1,2,Low_Confidence
Symphytum tuberosum,3.94826490120062,4.39182768638692,4.93368713021349,6.93781323820861,5.76376861104943,Symphytum tuberosum,Symphytum,Boraginaceae,non-woody,herbaceous non-graminoid,broadleaved,2694.79,44.32372058,32.60359496,0.230245529,6.3691,NA,0.15351,0.15351,23,3,22,26,9,NA,1,3,Low_Confidence
Tanacetum corymbosum,6.1574349063096,4.95850819345856,3.50786968104087,7.45414651491519,3.77456170363695,Tanacetum corymbosum,Tanacetum,Compositae,non-woody,herbaceous non-graminoid,broadleaved,1092.93,14.69,49.00470662,0.6460577,0.4292,0.259209,0.259209,0.259209,20,7,24,30,12,NA,0,7,Facultative_AM_NM
Tanacetum parthenium,6.59719825396965,5.0251337623307,4.19506031234326,6.03770647225295,6.55981297222175,Tanacetum parthenium,Tanacetum,Compositae,non-woody,herbaceous non-graminoid,broadleaved,3200.61,20.94,25.74993455,0.243834554,0.1346,NA,0.18495,0.18495,13,1,14,31,19,NA,1,1,Pure_NM
Tanacetum vulgare,7.80802907982136,4.31564198509323,4.3952285598374,6.68339420626025,5.94522446859354,Tanacetum vulgare,Tanacetum,Compositae,non-woody,herbaceous non-graminoid,broadleaved,7211.78,20.60263959,53.56449552,0.704028377,0.1585,0.42,0.42,0.42,16,19,43,43,39,2,0,2,Facultative_AM_NM
Taraxacum stevenii,7.45868626769425,2.51967478749518,4.40872970377336,5.68716360525586,3.34877226823573,Taraxacum stevenii,Taraxacum,Compositae,non-woody,herbaceous non-graminoid,broadleaved,2362.73,31.58982431,34.72222222,0.08,0.59,NA,0.16923,0.16923,3,2,1,2,1,NA,1,1,Pure_AM
Taxodium distichum,8.19776558893594,4.20533855952987,7.634171104026,4.93426286887469,5.05454803355489,Taxodium distichum,Taxodium,Cupressaceae,woody,tree,broadleaved,16.73,11.9,128.2051282,37.59646445,79.0641,0.495,0.495,0.495,3,5,7,46,22,7,0,3,NA
Taxus baccata,3.38553828126523,4.19975304072497,4.48966383530931,7.23526769501101,4.38058618850957,Taxus baccata,Taxus,Taxaceae,woody,tree,broadleaved,51.28,21.64371401,139.0912096,13.30278297,57.2413,0.58223166,0.58223166,0.58223166,113,28,147,68,46,14,0,14,Facultative_AM_NM
Teesdalia nudicaulis,8.03069761381356,4.80400233353196,2.88595397799273,1.99903158862204,1.54521704780363,Teesdalia nudicaulis,Teesdalia,Brassicaceae,non-woody,herbaceous non-graminoid,broadleaved,104.44,39.93586368,35.40515547,0.084069639,0.2849,NA,0.16068522,0.16068522,15,3,15,24,34,NA,1,3,NA
Teucrium montanum,8.18027460893078,4.68003421043749,1.77320850800219,9.29460458217955,1.53942164487225,Teucrium montanum,Teucrium,Lamiaceae,woody,shrub,broadleaved,40,12.26766246,72.20871846,0.091800888,0.5876,0.35,0.35,0.35,16,3,16,19,8,NA,0,3,Pure_NM
Teucrium scorodonia,5.75930421011592,4.21842397759888,3.62245801562041,2.28080657758007,3.11581553611601,Teucrium scorodonia,Teucrium,Lamiaceae,non-woody,herbaceous non-graminoid,broadleaved,977.12,32.41696016,57.67468181,0.301927945,0.8128,NA,0.29095007,0.29095007,16,3,23,46,25,NA,1,3,Pure_NM
