wfo_accepted_name,EIVEres-L,EIVEres-T,EIVEres-M,EIVEres-R,EIVEres-N,Species name standardized against TPL,Genus,Family,Woodiness,Growth Form,Leaf type,Leaf area (mm2),Nmass (mg/g),LMA (g/m2),Plant height (m),Diaspore mass (mg),SSD observed (mg/mm3),SSD combined (mg/mm3),SSD used (mg/mm3),Leaf area (n.o.),Nmass (n.o.),LMA (n.o.),Plant height (n.o.),Diaspore mass (n.o.),SSD (n.o.),ssd_imputed_used,min_records_6traits,Myco_Group_Final
Cupressus sempervirens,6.61089340026448,6.41143817942658,3.60520069876025,6.56082266772671,3.56852212887578,Cupressus sempervirens,Cupressus,Cupressaceae,woody,tree,scale-shaped,1,8.058411754,171.8213058,31.58179799,7.7612,0.499671785,0.499671785,0.499671785,NA,8,6,14,17,12,0,6,Facultative_AM_NM
Cyclamen purpurascens,3.554322440797,4.64187948725667,4.48283266835564,7.86790823306678,4.9613920004061,Cyclamen purpurascens,Cyclamen,Primulaceae,non-woody,herbaceous non-graminoid,broadleaved,1816.38,32.82999666,28.731,0.081519311,5.8,NA,0.14962978,0.14962978,10,3,10,11,4,NA,1,3,Pure_NM
Cynodon dactylon,7.95000698992073,5.81074095516084,3.30226308611676,6.49242691191155,5.24969035284166,Cynodon dactylon,Cynodon,Poaceae,non-woody,herbaceous graminoid,broadleaved,85.27,28.78854451,38.28719064,0.180624177,0.1719,0.237,0.237,0.237,18,7,22,70,49,1,0,1,Facultative_AM_NM
Cynosurus cristatus,7.81654683497696,3.85545460226179,4.46114535852974,5.65861704299621,4.26651420598735,Cynosurus cristatus,Cynosurus,Poaceae,non-woody,herbaceous graminoid,broadleaved,346.37,21.67078679,40.82822678,0.422422013,0.5162,NA,0.222816753,0.222816753,10,9,52,119,63,NA,1,9,Facultative_AM_NM
Cytisus scoparius,7.37868696158982,4.34453916245412,3.79255901206777,3.12352695876398,3.26947452630579,Cytisus scoparius,Cytisus,Leguminosae,woody,shrub,broadleaved,18.34,31.07477716,63.05439053,1.350092937,7.9474,0.681251632,0.681251632,0.681251632,41,14,55,58,66,2,0,2,Facultative_AM_NM
Dactylis glomerata,6.79932817125128,4.45317200921016,4.26695518892016,6.08323760897278,6.13270995912346,Dactylis glomerata,Dactylis,Poaceae,non-woody,herbaceous graminoid,broadleaved,1457.46,20.99564726,44.32728178,0.691109667,0.8078,0.2509919,0.2509919,0.2509919,145,120,321,361,185,14,0,14,Facultative_AM_NM
Danthonia decumbens,7.47644484175575,4.01362449785999,4.47233631307344,3.41543708631534,2.08301546228666,Danthonia decumbens,Danthonia,Poaceae,non-woody,herbaceous graminoid,broadleaved,417.23,16.8721488,61.5860552,0.221348096,1.0357,0.26192685,0.26192685,0.26192685,4,21,42,82,57,NA,0,4,Facultative_AM_NM
Datura stramonium,7.99939595078289,5.31120343702507,3.90472793013963,6.58640935423122,7.95924941343625,Datura stramonium,Datura,Solanaceae,non-woody,herbaceous non-graminoid,broadleaved,14738.85,57.72756707,46.63985028,0.79550658,9.1799,NA,0.161317579,0.161317579,13,4,23,27,47,NA,1,4,Pure_NM
Daucus carota,8.03704980317643,4.73712701815097,3.63825760045951,6.51990996219682,4.32285526886582,Daucus carota,Daucus,Apiaceae,non-woody,herbaceous non-graminoid,broadleaved,1056.88,23.18843284,53.55342884,0.417898488,1.0622,0.14791414,0.14791414,0.14791414,54,37,115,158,203,2,0,2,Facultative_AM_NM
Deschampsia cespitosa,6.08720142380512,3.63946090700468,5.89260948851528,5.16341390657906,3.85766272006304,Deschampsia cespitosa,Deschampsia,Poaceae,non-woody,herbaceous graminoid,broadleaved,498.52,18.13760869,68.97522608,0.616255909,0.2325,0.26761,0.26761,0.26761,140,40,141,158,91,NA,0,40,Facultative_AM_NM
Descurainia sophia,7.5933460475364,4.72328311400031,3.4095714491996,6.63323572516259,6.4551502523579,Descurainia sophia,Descurainia,Brassicaceae,non-woody,herbaceous non-graminoid,broadleaved,765.19,46.94,46.49518808,0.403093637,0.1105,NA,0.187532564,0.187532564,10,5,10,27,46,NA,1,5,Pure_NM
Dianthus armeria,6.4943930081052,4.81458113304224,3.58050187426978,5.43419212197775,3.27597836557329,Dianthus armeria,Dianthus,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,231,19.75,67.58639218,0.406555834,0.3106,NA,0.19019,0.19019,9,1,11,26,24,NA,1,1,NA
Dianthus chinensis,7.62544469541229,3.31323715138665,2.34177431234116,9.81458537648629,2.5333025009942,Dianthus chinensis,Dianthus,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,65.5,22.715,81.58400726,0.241155404,1.5349,NA,0.272865556,0.272865556,4,11,4,6,6,NA,1,4,Pure_NM
Dianthus seguieri,7.02494605490585,4.46803527626557,3.28531480130625,2.80629193549534,2.43447611001217,Dianthus seguieri,Dianthus,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,122.15,17.66,62.79189648,0.325397793,0.8899,NA,0.230602452,0.230602452,10,5,12,16,21,NA,1,5,NA
Dianthus sylvestris,7.43171229203945,4.5256384597864,2.76788242142547,5.20979063190756,2.79135100557035,Dianthus sylvestris,Dianthus,Caryophyllaceae,non-woody,herbaceous non-graminoid,broadleaved,173.17,29.56626961,129.703,0.107461637,0.4395,NA,0.24121974,0.24121974,15,3,15,18,10,NA,1,3,NA
Diapensia lapponica,8.68589942228557,1.35578728038624,3.53182708947083,3.53766312020936,1.24467296740074,Diapensia lapponica,Diapensia,Diapensiaceae,non-woody,herbaceous non-graminoid/shrub,broadleaved,11.77,13.55,130.0070748,0.032521387,0.12,NA,0.27927,0.27927,111,2,29,67,19,NA,1,2,Mixed_Uncertain
Dictamnus albus,5.60071382934952,3.85742212188074,4.0796802048875,6.18309467889702,2.59501567287259,Dictamnus albus,Dictamnus,Rutaceae,non-woody,herbaceous non-graminoid,broadleaved,910.82,30.49183409,47.96858833,0.779769241,14.8305,NA,0.20591,0.20591,25,3,25,12,22,NA,1,3,Pure_NM
Digitalis grandiflora,5.87255737572734,3.7093326475262,4.2570778789767,5.50660104506722,5.33983168119257,Digitalis grandiflora,Digitalis,Plantaginaceae,non-woody,herbaceous non-graminoid,broadleaved,2932.91,21.6,36.69815963,0.659868513,0.1683,NA,0.19019,0.19019,7,2,11,16,18,NA,1,2,Facultative_AM_NM
Digitalis purpurea,6.33973770794846,4.29737946643257,4.50159181104669,2.8251293299298,6.0667068460613,Digitalis purpurea,Digitalis,Plantaginaceae,non-woody,herbaceous non-graminoid,broadleaved,32067.96,37.8,57.33412461,0.814149726,0.0798,NA,0.218870559,0.218870559,6,11,19,28,60,NA,1,6,Facultative_AM_NM
Digitaria sanguinalis,7.54270206284755,5.6020573763861,3.40317364995151,6.09705633000849,6.46459294333802,Digitaria sanguinalis,Digitaria,Poaceae,non-woody,herbaceous graminoid,broadleaved,504.81,13.145,27.69575597,0.264724619,0.5172,NA,0.135142748,0.135142748,30,8,33,16,7,NA,1,7,Facultative_AM_NM
Dipsacus fullonum,8.19289386698608,4.8465122351891,4.9581326470062,7.37736517549332,6.53835574205339,Dipsacus fullonum,Dipsacus,Caprifoliaceae,non-woody,herbaceous non-graminoid,broadleaved,14718.35,13.78223494,53.83979876,1.219838988,2.7233,0.183,0.183,0.183,3,6,15,53,29,NA,0,3,NA
Draba hispida,5.45357592131091,2.51967478749518,4.40872970377336,5.68716360525586,3.34877226823573,Draba hispida,Draba,Brassicaceae,non-woody,herbaceous non-graminoid,broadleaved,14.35,34.59,22.90950745,0.05,0.1,NA,0.14827,0.14827,2,1,1,1,1,NA,1,1,Pure_NM
Drosera rotundifolia,7.90467257071198,3.37848785228806,7.15115909324058,1.13906706617999,0.860182950023766,Drosera rotundifolia,Drosera,Droseraceae,non-woody,herbaceous non-graminoid,broadleaved,47.44,12.68845516,24.4458293,0.07657073,0.0129,NA,0.16399,0.16399,16,9,24,33,36,NA,1,9,Pure_NM
Echinochloa crus-galli,6.61267490275809,5.41866242745892,4.9483976878034,6.12261393276644,7.81944419939824,Echinochloa crus-galli,Echinochloa,Poaceae,non-woody,herbaceous graminoid,broadleaved,2226.99,16.1208398,39.23528629,0.580137363,1.5232,NA,0.200953587,0.200953587,31,7,37,19,9,NA,1,7,Facultative_AM_NM
Echinops ritro,8.70324392371589,6.0475720327945,2.6220272313291,7.89803621466881,4.14862680742995,Echinops ritro,Echinops,Compositae,non-woody,herbaceous non-graminoid,broadleaved,1779.04,19.7596255,111.0095783,0.5,16.7503,NA,0.18960597,0.18960597,17,7,28,11,14,NA,1,7,Facultative_AM_NM
Echium plantagineum,8.57353273536097,6.27422298520163,2.84940762493484,6.23356676670614,6.77382456982473,Echium plantagineum,Echium,Boraginaceae,non-woody,herbaceous non-graminoid,broadleaved,3162,16.98,61.1995104,0.287204392,3.4524,0.1911,0.1911,0.1911,2,4,9,45,16,NA,0,2,NA
Echium vulgare,8.71019346394725,4.61272850483472,3.09102746226949,6.58681407421105,4.11168891002439,Echium vulgare,Echium,Boraginaceae,non-woody,herbaceous non-graminoid,broadleaved,4523,23.6,67.13767927,0.511014401,2.8512,NA,0.16923,0.16923,6,2,7,37,43,NA,1,2,Facultative_AM_NM
Elaeagnus angustifolia,7.84587972158276,5.10745677450108,3.69964103589814,6.55577656533963,4.42915641376127,Elaeagnus angustifolia,Elaeagnus,Elaeagnaceae,woody,shrub/tree,broadleaved,1120,39.8,80.64516129,13.56159454,96.509,0.47737865,0.47737865,0.47737865,2,2,6,29,29,6,0,2,Facultative_AM_NM
Eleocharis palustris,7.82600157028144,4.01833718637292,7.59845167299431,6.21152556976436,4.43386400685641,Eleocharis palustris,Eleocharis,Cyperaceae,non-woody,herbaceous graminoid,broadleaved,276.77,19.44824689,75.14636053,0.316957244,0.833,NA,0.18917,0.18917,12,14,15,38,18,NA,1,12,Pure_NM
Eleusine indica,8.47855107478565,6.73398785455409,3.58888075769714,6.24212733561327,7.08205809321209,Eleusine indica,Eleusine,Poaceae,non-woody,herbaceous graminoid,broadleaved,769.08,26.48464097,37.57606538,0.302892616,0.3668,NA,0.205468796,0.205468796,27,4,19,35,13,NA,1,4,Facultative_AM_NM
Elymus athericus,8.95521684691406,5.18581814390316,4.43009557815253,7.30344334642126,6.39040587041592,Elymus athericus,Elymus,Poaceae,non-woody,herbaceous graminoid,broadleaved,316,15,128.579005,0.812132034,4.625,NA,0.410999234,0.410999234,5,5,NA,14,5,NA,1,5,NA
Elymus caninus,5.12122923538287,4.04891630781221,5.24266908804756,7.17608115803564,7.87359672617893,Elymus caninus,Elymus,Poaceae,non-woody,herbaceous graminoid,broadleaved,1140.7,38,35.99269809,0.84662304,3.684,NA,0.275327762,0.275327762,8,NA,4,33,14,NA,1,4,Pure_AM
Elymus repens,7.25242683710547,4.19045954462137,4.37376345925901,6.19299983111916,7.17496752684497,Elymus repens,Elymus,Poaceae,non-woody,herbaceous graminoid,broadleaved,980.81,26.4533809,47.32494786,0.571625874,2.3627,0.271473942,0.271473942,0.271473942,18,10,50,65,18,8,0,8,NA
Epilobium angustifolium,7.24668954360837,3.43594752021621,4.52453042691698,4.38299904786077,7.10096018890568,Epilobium angustifolium,Epilobium,Onagraceae,non-woody,herbaceous non-graminoid,broadleaved,2207.76,28.6675871,56.70779547,0.831719514,0.0655,NA,0.255211999,0.255211999,140,23,141,57,50,NA,1,23,Pure_AM
Epilobium brachycarpum,7.62544469541229,5.79530546666759,2.34177431234116,5.41454203788441,4.88391971186859,Epilobium brachycarpum,Epilobium,Onagraceae,non-woody,herbaceous non-graminoid,broadleaved,59,30.48,46.2962963,0.28,0.3152,NA,0.18495,0.18495,10,3,10,10,9,NA,1,3,Facultative_AM_NM
Epilobium fleischeri,9.50240249286256,2.25894799527949,4.03203489209383,5.2272446801514,2.683717048847,Epilobium fleischeri,Epilobium,Onagraceae,non-woody,herbaceous non-graminoid,broadleaved,63.43,14.6423612,80.04,0.277190819,0.1456,NA,0.207338424,0.207338424,5,3,5,14,7,NA,1,3,NA
Epilobium hirsutum,6.90532578765309,4.4272438541235,6.48280129952137,7.33130468188004,7.55644483264788,Epilobium hirsutum,Epilobium,Onagraceae,non-woody,herbaceous non-graminoid,broadleaved,1147.99,30.001037,36.21017492,1.150790412,0.1147,NA,0.20067,0.20067,13,13,44,42,47,NA,1,13,Pure_NM
Epilobium palustre,7.04364756126563,3.48752317026171,7.23147209135315,3.71295332808547,3.11517340681961,Epilobium palustre,Epilobium,Onagraceae,non-woody,herbaceous non-graminoid,broadleaved,299.58,15.08,26.93059871,0.270420197,0.0639,0.1274825,0.1274825,0.1274825,10,4,25,53,42,NA,0,4,Facultative_AM_NM
Epilobium parviflorum,7.15281234137408,4.31870888270814,6.95772952550995,7.21352912089378,6.071674259381,Epilobium parviflorum,Epilobium,Onagraceae,non-woody,herbaceous non-graminoid,broadleaved,769.05,24.81,33.43722515,0.493561511,0.0797,NA,0.177697057,0.177697057,13,1,13,29,19,NA,1,1,Facultative_AM_NM
Epipactis atrorubens,5.76131070811093,4.14261334486172,3.29165934953139,7.9151616545019,2.54329333296463,Epipactis atrorubens,Epipactis,Orchidaceae,non-woody,herbaceous non-graminoid,broadleaved,1177.63,36.77,38.41462852,0.392975612,0.01,NA,0.197848077,0.197848077,10,1,9,23,4,NA,1,1,Mixed_Uncertain
Epipactis helleborine,3.34095777297782,3.95247117094005,4.35891615421946,6.83506519897999,4.74368335868193,Epipactis helleborine,Epipactis,Orchidaceae,non-woody,herbaceous non-graminoid,broadleaved,1616.85,34.32843112,33.33204493,0.504790899,0.004,NA,0.139027476,0.139027476,72,5,77,51,4,NA,1,4,Mixed_Uncertain
Equisetum arvense,6.28667273475172,4.13023523121992,5.19012185042529,5.57825182159941,4.29900012898175,Equisetum arvense,Equisetum,Equisetaceae,non-woody,fern,photosynthetic stem,112.82,20.03828835,72.6147021,0.348986214,2.2e-5,0.2,0.2,0.2,25,5,57,58,NA,2,0,2,Pure_NM
Equisetum fluviatile,7.48064033025018,3.39123116073428,7.85448112885678,5.66722069398416,5.03637293077402,Equisetum fluviatile,Equisetum,Equisetaceae,non-woody,fern,photosynthetic stem,156.54,14.83,72.64854275,0.9408993,2.2e-5,0.2,0.2,0.2,7,6,7,17,NA,NA,0,6,Pure_NM
Equisetum palustre,6.78090265847986,3.40657007745239,6.50813559662863,5.51139825910029,3.26917377844591,Equisetum palustre,Equisetum,Equisetaceae,non-woody,fern,photosynthetic stem,65.3,29.20183436,102.0866526,0.330790674,2.2e-5,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,0,NA,Pure_NM
Equisetum sylvaticum,2.9418252565216,2.99463815741184,5.73922938761931,3.95319011449228,4.18386081203599,Equisetum sylvaticum,Equisetum,Equisetaceae,non-woody,fern,photosynthetic stem,231.2,21.80342906,41.97314269,0.269878191,2.2e-5,0.2,0.2,0.2,7,14,19,26,NA,NA,0,7,Pure_NM
Eragrostis cilianensis,7.42524532199434,5.90320527855756,2.69450252120455,7.55386491044047,4.34592656944383,Eragrostis cilianensis,Eragrostis,Poaceae,non-woody,herbaceous graminoid,broadleaved,94.11,23.17429143,40.7000407,0.221633635,0.07,NA,0.275133333,0.275133333,3,14,4,17,5,NA,1,3,NA
Eragrostis mexicana,7.54918206674924,5.95736188992887,3.98840623582982,6.56252809444563,6.06290845794578,Eragrostis mexicana,Eragrostis,Poaceae,non-woody,herbaceous graminoid,broadleaved,440,23.14,24.03846154,0.24,0.1029,NA,0.24245,0.24245,10,3,10,10,5,NA,1,3,NA
Eragrostis minor,8.08123011090534,5.17133522934402,4.04152585427913,4.19241867808535,2.45285488055929,Eragrostis minor,Eragrostis,Poaceae,non-woody,herbaceous graminoid,broadleaved,113.11,18.4,29.06874335,0.179482292,0.08,NA,0.204417003,0.204417003,25,16,29,21,4,NA,1,4,Facultative_AM_NM
Erica tetralix,7.65327659364852,3.92196502693427,6.59465988425633,1.01021828912736,1.63357038085127,Erica tetralix,Erica,Ericaceae,woody,shrub,needleleaved,3.97,11.34684058,102.9029688,0.334395295,0.0108,0.575856317,0.575856317,0.575856317,19,11,28,29,45,6,0,6,Mixed_Uncertain
Erigeron alpinus,7.78954513740474,1.26424100101773,3.96240095241384,6.25835048705394,3.06418463387504,Erigeron alpinus,Erigeron,Compositae,non-woody,herbaceous non-graminoid,broadleaved,269.68,23.38,55.30973451,0.117838782,0.23,NA,0.21115,0.21115,11,2,11,19,1,NA,1,1,Pure_AM
Erigeron annuus,6.93962301810077,4.52486685002245,4.96356122943191,6.11854417297197,6.55682264218112,Erigeron annuus,Erigeron,Compositae,non-woody,herbaceous non-graminoid,broadleaved,771.09,13.80846882,41.8190463,0.747280054,0.0323,NA,0.236383316,0.236383316,25,9,29,83,12,NA,1,9,Facultative_AM_NM
Erigeron canadensis,7.98597131759501,4.72791302815976,3.63266467506284,5.91500116881193,5.60781018365163,Erigeron canadensis,Erigeron,Compositae,non-woody,herbaceous non-graminoid,broadleaved,290.83,26.57768565,52.83445519,0.374494241,0.0508,NA,0.216870042,0.216870042,9,1,9,12,20,NA,1,1,NA
Erigeron karvinskianus,7.21239540038021,6.24299874081082,3.02921812350045,7.22962367191533,3.53017813556192,Erigeron karvinskianus,Erigeron,Compositae,non-woody,herbaceous non-graminoid,broadleaved,217.45,23.03867684,31.917,0.35,0.04,NA,0.196487956,0.196487956,20,4,20,13,3,NA,1,3,NA
Erigeron strigosus,7.63805494442719,4.21974874407018,4.81133005907472,6.43364272003401,7.55870789299041,Erigeron strigosus,Erigeron,Compositae,non-woody,herbaceous non-graminoid,broadleaved,315.67,22.84659712,39.94543459,0.599272266,0.1561,0.365871272,0.365871272,0.365871272,29,2,29,3,8,1,0,1,NA
Erigeron uniflorus,9.29866252318483,0.851061576495237,4.0137811118647,5.77106960019439,2.5670402879063,Erigeron uniflorus,Erigeron,Compositae,non-woody,herbaceous non-graminoid,broadleaved,92.31,33.05,44.61550546,0.052772657,0.18,NA,0.191545588,0.191545588,11,5,20,14,8,NA,1,5,Facultative_AM_NM
Eriobotrya japonica,7.62544469541229,6.62266157176124,4.7983589099595,5.41454203788441,4.88391971186859,Eriobotrya japonica,Eriobotrya,Rosaceae,woody,tree,broadleaved,12693.05,13.93453698,193.834234,6.082201996,1443.8032,0.695701085,0.695701085,0.695701085,5,4,5,5,8,4,0,4,Low_Confidence
Eriophorum angustifolium,7.88848971815816,3.11733180706837,7.22504884973799,4.09221071393302,2.45493378985286,Eriophorum angustifolium,Eriophorum,Cyperaceae,non-woody,herbaceous graminoid,broadleaved,1159.4,19.2332864,113.7435365,0.280294636,0.4922,NA,0.292650778,0.292650778,18,24,47,66,32,NA,1,18,Facultative_AM_NM
Eriophorum vaginatum,7.18972926859102,2.9991676030906,6.92043152105,1.77299371750649,1.19099338088332,Eriophorum vaginatum,Eriophorum,Cyperaceae,non-woody,herbaceous graminoid,broadleaved,281.02,17.56516811,151.1320811,0.424264069,0.8501,NA,0.297473902,0.297473902,4,104,35,24,16,NA,1,4,Facultative_AM_NM
Erodium cicutarium,8.06060870625091,4.5331654705764,3.04502208580358,5.7290065900274,4.79132428285073,Erodium cicutarium,Erodium,Geraniaceae,non-woody,herbaceous non-graminoid,broadleaved,220.59,27.4932548,44.60191627,0.108083519,1.7063,NA,0.204167015,0.204167015,NA,NA,NA,NA,NA,NA,1,NA,Facultative_AM_NM
Erodium glaucophyllum,9.38374788797928,10,1.77226819270253,7.64985164952498,2.98249546712787,Erodium glaucophyllum,Erodium,Geraniaceae,non-woody,herbaceous non-graminoid,broadleaved,276.1,23.51910015,116.7074973,0.330638646,1.38,NA,0.200987261,0.200987261,25,5,25,80,8,NA,1,5,NA
Eruca vesicaria,7.97782255612764,5.5664898304719,3.50502760022677,6.9899628479189,5.90270593695546,Eruca vesicaria,Eruca,Brassicaceae,non-woody,herbaceous non-graminoid,broadleaved,359.41,30.19718763,58.05948815,0.313613634,1.0319,NA,0.163644186,0.163644186,72,15,70,313,25,NA,1,15,Pure_NM
Eryngium campestre,8.74491063236189,5.53766245801391,2.64387027438193,7.69228420176635,3.65093933081431,Eryngium campestre,Eryngium,Apiaceae,non-woody,herbaceous non-graminoid,broadleaved,15555.78,20.97237048,122.9002462,0.282848442,1.3639,NA,0.225695231,0.225695231,NA,NA,NA,NA,NA,NA,1,NA,Facultative_AM_NM
Erythronium dens-canis,4.56646628348403,5.12763249127099,4.73906605873261,6.05881268443438,4.26025899462434,Erythronium dens-canis,Erythronium,Liliaceae,non-woody,herbaceous non-graminoid,broadleaved,2122.51,32.83637329,51.941,0.3,3.77,NA,0.125622944,0.125622944,10,3,10,7,3,NA,1,3,NA
Eucalyptus camaldulensis,8.4053931197729,7.53392622538765,3.89718882138508,6.31635311903003,5.49691238696422,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,woody,tree,broadleaved,1303,26.5,233.6448598,38.24656847,0.8796,0.771963071,0.771963071,0.771963071,1,1,1,14,37,38,0,1,Mixed_Uncertain
Eucalyptus viminalis,8.19776558893594,7.08946542850455,3.30890612644024,4.93426286887469,5.05454803355489,Eucalyptus viminalis,Eucalyptus,Myrtaceae,woody,tree,broadleaved,1549.46,16.2408605,152.6201191,17.70402803,2.0336,0.662228214,0.662228214,0.662228214,2,7,10,9,38,8,0,2,Mixed_Uncertain
Euonymus europaeus,5.30319516868889,4.35362901937282,4.51624131776037,7.3915397819511,5.26127934936938,Euonymus europaeus,Euonymus,Celastraceae,woody,shrub/tree,broadleaved,1953.44,24.7807551,73.01943408,3.482470023,37.6394,0.582258338,0.582258338,0.582258338,54,18,97,58,37,6,0,6,Facultative_AM_NM
Eupatorium cannabinum,6.24291356482787,4.24883967690642,5.99165211730212,6.9041285743323,7.41534223207509,Eupatorium cannabinum,Eupatorium,Compositae,non-woody,herbaceous non-graminoid,broadleaved,1414.15,19.7860936,41.87370289,0.594171289,0.3077,0.254673072,0.254673072,0.254673072,30,17,41,40,23,14,0,14,Facultative_AM_NM
Euphorbia amygdaloides,3.36724993869011,4.28992841773223,4.52101011341425,7.07074136123799,5.50957806121957,Euphorbia amygdaloides,Euphorbia,Euphorbiaceae,non-woody,herbaceous non-graminoid,broadleaved,312.75,28.07850667,41.59733777,0.405689613,3.6339,NA,0.24259,0.24259,17,1,15,49,26,NA,1,1,Facultative_AM_NM
Euphorbia cyparissias,7.72751100310933,4.30295073849477,2.86059036929444,6.36951725807265,3.2794740122501,Euphorbia cyparissias,Euphorbia,Euphorbiaceae,non-woody,herbaceous non-graminoid,broadleaved,52.3,24.2,36.40015527,0.193366393,2.1596,0.33609,0.33609,0.33609,12,7,20,43,27,NA,0,7,Facultative_AM_NM
Euphorbia dulcis,3.64163893964427,4.26125812022628,4.62163141599491,7.09248388293725,5.24434585490793,Euphorbia dulcis,Euphorbia,Euphorbiaceae,non-woody,herbaceous non-graminoid,broadleaved,420,40.95841163,30.05710851,0.310208909,2.115,NA,0.21639,0.21639,16,3,15,23,3,NA,1,3,Facultative_AM_NM
