species,LMA,Nmass,LeafArea,PlantHeight,DiasporeMass,SSD,source
Setaria viridis,30.98096369,22.70398064,936.14,0.296079204,1.2959,0.219282346,MAG
Sibbaldia procumbens,60.77603496,25.17867568,160.36,0.028014167,0.5098,0.27523506,MAG
Silene acaulis,57.66632233,15,8.06,0.030816264,0.3061,0.19019,MAG
Silene dioica,27.65563557,30.11002581,3533,0.556062394,0.6827,0.15351,MAG
Silene flos-cuculi,39.95835885,15.55,569.24,0.456255889,0.1728,0.240763333,MAG
Silene gallica,39.31785497,15.64,449,0.26694741,0.4091,0.182449009,MAG
Silene italica,56.17500111,19.18,1002,0.40083555,0.5115,0.253178,MAG
Silene nutans,47.65822007,35.74,349.07,0.362058434,0.3454,0.196390629,MAG
Silene otites,77.33521869,30.07819305,169.42,0.26519106,0.2148,0.213740885,MAG
Silene viscaria,76.33454343,17,476.5,0.355869287,0.0583,0.25307,MAG
Silene vulgaris,46.93427831,26.95244992,1263.74,0.398316118,0.8341,0.182969904,MAG
Solanum dulcamara,28.65708511,39.56191837,1408.31,1.012282515,1.489,0.23,MAG
Solanum tuberosum,42.15734716,36.83333333,13128,0.651799091,0.7,0.15875,MAG
Soldanella pusilla,49.119,20.40388835,80.65,0.043558772,0.24,0.223753772,MAG
Solidago canadensis,60.79755528,16.25032178,894.72,0.816947234,0.0752,0.244929462,MAG
Solidago gigantea,61.87840822,11.96915806,755.98,1.082901854,0.1273,0.256688476,MAG
Solidago rugosa,42.59726192,19.10027428,1182.58,0.797463989,0.1127,0.249595387,MAG
Solidago virgaurea,43.44965438,28.30752937,984.1,0.50795132,0.5188,0.20051705,MAG
Sonchus asper,41.31786482,7.226201,5059.97,0.492923933,0.2681,0.156642367,MAG
Sonchus oleraceus,27.73135742,34.9,2619.09,0.795353852,0.2867,0.156073017,MAG
Sorbus aria,66.10353891,19.11794915,4806.58,7.212731826,34.0266,0.726042169,MAG
Sorbus aucuparia,69.49790959,21.96885965,616.09,13.47529198,3.4691,0.591768198,MAG
Sorbus torminalis,40.98462184,17.68,6209.69,10.19459959,34.7318,0.658103335,MAG
Sorghum bicolor,48.11071043,23.77571694,13406.48,1.609094768,11.1832,0.260996768,MAG
Sorghum halepense,56.73174237,22.20732468,5260.54,1.405980035,3.4639,0.305265648,MAG
Sparganium angustifolium,27.54820937,23.18,1156.6,0.158489319,2.3679,0.12701,MAG
Sparganium emersum,27.4541026,36.82979667,3885.19,0.340224957,3.7313,0.088446388,MAG
Sparganium erectum,54.58986088,19.0446843,14074.25,0.51017555,16.3934,0.123530676,MAG
Spergula arvensis,72.30788584,29.6,11.06,0.269685833,0.4435,0.16923,MAG
Spergularia diandra,102.9494349,23.67728673,9.04,0.045712431,0.0141,0.179409124,MAG
Spergularia rubra,61.83167547,27.1,9.17,0.109236349,0.0301,0.16399,MAG
Sporobolus vaginiflorus,21.32196162,11.92,59.08,0.14825068,0.4898,0.527253933,MAG
Stachys officinalis,52.15041821,25.32129667,2850.02,0.316901294,1.0761,0.1474185,MAG
Stachys palustris,40.62739931,25,937.13,0.553756519,1.0986,0.190044332,MAG
Stachys recta,35.04477289,28.18476645,737.09,0.358071863,1.4025,0.203258044,MAG
Stachys sylvatica,23.80738658,26.16792201,1846.03,0.580349168,1.3681,0.200144683,MAG
Stellaria graminea,32.23011868,30.5257061,110.34,0.334465785,0.277,0.200942033,MAG
Stellaria media,20.64641471,33.55153559,262.73,0.15232626,0.3667,0.1215332,MAG
Stellaria neglecta,15.75602236,46.14899143,313.02,0.441930294,0.7862,0.13473088,MAG
Stellaria nemorum,22.46469463,22.43045161,1545.9,0.406372417,0.2237,0.167525922,MAG
Stellaria pallida,23.88717944,31.42674268,25.5,0.152128852,0.115,0.155615192,MAG
Stipa capillata,132.2751323,17.36726305,426,0.572997285,4.9101,0.56213,MAG
Stipa pennata,104.1107041,15.79039391,332.25,0.509545982,22.7664,0.498872913,MAG
Stuckenia pectinata,24.01026649,36.51861939,29.99,0.948683298,5.7049,0.14957496,MAG
Suaeda maritima,94.69096404,17.49688889,28.28,0.344192382,0.4053,0.136937947,MAG
Succisa pratensis,59.80473502,14.10332133,2091.26,0.32700018,1.2385,0.25662,MAG
Symphoricarpos albus,46.79441482,14.50379607,1318.87,1.560812225,6.742,0.78,MAG
Symphyotrichum laeve,63.9846679,14.88440474,1127.75,0.927238397,0.37,0.209125298,MAG
Symphyotrichum lanceolatum,48.97745427,11.82,520.35,1.333900591,0.45,0.222703629,MAG
Symphyotrichum novae-angliae,42.68763277,24.1,571.38,0.884534733,0.5407,0.201997704,MAG
Symphytum tuberosum,32.60359496,44.32372058,2694.79,0.230245529,6.3691,0.15351,MAG
Tanacetum corymbosum,49.00470662,14.69,1092.93,0.6460577,0.4292,0.259209,MAG
Tanacetum parthenium,25.74993455,20.94,3200.61,0.243834554,0.1346,0.18495,MAG
Tanacetum vulgare,53.56449552,20.60263959,7211.78,0.704028377,0.1585,0.42,MAG
Taraxacum stevenii,34.72222222,31.58982431,2362.73,0.08,0.59,0.16923,MAG
Taxodium distichum,128.2051282,11.9,16.73,37.59646445,79.0641,0.495,MAG
Taxus baccata,139.0912096,21.64371401,51.28,13.30278297,57.2413,0.58223166,MAG
Teesdalia nudicaulis,35.40515547,39.93586368,104.44,0.084069639,0.2849,0.16068522,MAG
Teucrium montanum,72.20871846,12.26766246,40,0.091800888,0.5876,0.35,MAG
Teucrium scorodonia,57.67468181,32.41696016,977.12,0.301927945,0.8128,0.29095007,MAG
Thalictrum alpinum,70.13052696,18.87,98.43,0.051510192,0.85,0.288242614,MAG
Thalictrum minus,51.95126507,25.33,9099.22,0.508532346,1.5312,0.34422,MAG
Thlaspi arvense,45.930678639999996,40.4,560.33,0.261411187,1.0824,0.179600691,MAG
Thuja occidentalis,222.9658554,10.36186131,10,18.58835289,1.3045,0.334664011,MAG
Thymus dolomiticus,106.4291236,13.78133774,4.94,0.5,0.2087,0.281714108,MAG
Thymus nummularius,58.44535359,25.96,68.68,0.3,0.16,0.22163,MAG
Thymus praecox,68.72909319,26.38,12.6,0.080614714,0.1362,0.219874195,MAG
Thymus praecox subsp. polytrichus,63.49435105,18.34478496,11.33,0.043088694,0.1239,0.249835258,MAG
Thymus serpyllum,131.9754642,22.5,7.3,0.059617562,0.1877,0.246377541,MAG
Tilia cordata,42.17441931,23.92724782,2818.29,18.78393416,34.5443,0.451045048,MAG
Tilia platyphyllos,40.67800757,29.9833287,6034.07,29.82456886,91.2612,0.453651849,MAG
Tofieldia pusilla,60.90744276,15.25735064,49.79,0.063535636,0.0353,0.253274845,MAG
Tolpis staticifolia,61.57143871,15.70871956,387.98,0.210815856,0.12,0.173258512,MAG
Tordylium maximum,38.59288873,19.8,8771.5,0.70343027,4.1495,0.174,MAG
Torilis arvensis,35.61253561,20.12,984.5,0.597485861,1.8049,0.19543,MAG
Torilis japonica,36.66202945,23.05,2976.32,0.600501154,1.7614,0.159,MAG
Tragopogon dubius,46.20020256,26.31,610.56,0.486993772,8.2142,0.367153132,MAG
Tragopogon porrifolius,32.86230693,20.44076122,1398.57,0.916514907,10.9937,0.17447,MAG
Tragopogon pratensis,42.59361179,21.9,681.68,0.470495524,7.0628,0.16139,MAG
Tragus racemosus,49.05929175,22.1833552,700,0.192324057,0.3194,0.370254982,MAG
Trapa natans,78.70494156,27.78832,2278.57,0.2876908,834,0.209938865,MAG
Tribulus terrestris,32.62656598,33.76302493,68.06,0.038193803,13.1133,0.257174285,MAG
Trifolium alpestre,83.53863708,25,235.26,0.214683794,1.2898,0.30908,MAG
Trifolium arvense,49.39021837,25.67953442,54.67,0.146673338,0.3968,0.41294,MAG
Trifolium badium,20.41232905,44.95,108.32,0.144224957,0.8843,0.16529,MAG
Trifolium dubium,39.86603366,33.31,39.8,0.20803714,0.3526,0.33,MAG
Trifolium hybridum,43.73732549,42.61312705,1410.42,0.433453327,0.7191,0.209630967,MAG
Trifolium medium,55.23730993,33.6,479,0.284415422,2.0912,0.2786,MAG
Trifolium montanum,51.132050220000004,35.4315684,739.36,0.274879754,0.7353,0.224076075,MAG
Trifolium pratense,43.36656461,39.00307162,479.71,0.307332886,1.5576,0.206316975,MAG
Trifolium repens,37.15652491,42.36512452,204.05,0.158034098,0.5339,0.1511877,MAG
Trigonella foenum-graecum,45.85147193,33.3,213.26,0.414825951,11.8572,0.16529,MAG
Trinia glauca,71.74494676,26.6026208,554.31,0.213662255,1.6633,0.208499531,MAG
Tripleurospermum maritimum,67.24901613,24.4,153.79,0.235029222,0.2096,0.19352,MAG
Tripolium pannonicum subsp. tripolium,55.89925321,15,1743.47,0.308575919,0.98740000000000006,0.162808835,MAG
Trisetum flavescens,45.07212962,23.9551918,329.18,0.358486018,0.2675,0.335128725,MAG
Triticum aestivum,38.74647903,40.41132461,2845.5,0.943444748,37.3384,0.20693,MAG
Trollius europaeus,48.03320674,23.95408516,5700.62,0.345708392,0.8969,0.193820096,MAG
Tsuga canadensis,133.0944921,12.75391271,13.3,26.59024992,2.5926,0.43,MAG
Tsuga heterophylla,82.10877929,11.9005052,75,45.14083248,1.7356,0.444971909,MAG
Turritis glabra,37.61616884,29.32776688,1820.48,0.658829211,0.0618,0.18316792,MAG
Tussilago farfara,61.84702349,25.35356236,66919.48,0.276153469,0.2952,0.182563155,MAG
Typha angustifolia,142.3432416,14.5327217,9475.81,1.586970136,0.0941,0.237968109,MAG
Typha latifolia,94.61265942,14.43017547,17369.99,1.525828105,0.0576,0.172881233,MAG
Ulex europaeus,112.0190425,30.39572271,10.54,1.164888836,6.3517,0.6671082,MAG
Ulmus glabra,58.8395805,21.73334418,3823.83,31.74710159,12.3809,0.554977477,MAG
Ulmus laevis,34.05124772,14.7,3318.59,27.94208472,7.1467,0.593295879,MAG
Ulmus minor,60.07034914,23.14831704,2409.28,23.37547157,4.9071,0.522376792,MAG
Ulmus pumila,100.3191665,29.29558755,964.34,12.52952845,6.254,0.539907399,MAG
Umbilicus rupestris,33.78599778,16.7,1744,0.158113883,0.0081,0.121022,MAG
Urtica dioica,34.57528752,42.91725378,1552.74,0.88302413,0.1399,0.11823,MAG
Utricularia vulgaris,11.0685488,28.87185,181.17,0.367565802,0.0283,0.06,MAG
Vaccinium myrtillus,51.93566391,16.39812025,145.27,0.223988528,0.2917,0.458833495,MAG
Vaccinium vitis-idaea,130.7908995,10.57435117,75.3,0.139586675,0.3088,0.380976744,MAG
Valeriana dioica,35.44183992,23.61,812.12,0.204174904,0.6361,0.179162233,MAG
Valeriana officinalis,37.16870519,15.76,7169.9,0.823390303,1.0655,0.166561465,MAG
Veratrum album,36.07503608,38.06,12929.81,0.851705393,3.5707,0.12701,MAG
Verbascum lychnitis,72.56894049,13.49796323,18399.5,0.908362324,0.1143,0.20067,MAG
Verbascum thapsus,66.69203677,21.62377164,7045.53,0.879252976,0.0886,0.231461214,MAG
Veronica alpina,38.30589767,30.96249243,55.93,0.065743601,0.0704,0.20591,MAG
Veronica anagallis-aquatica,23.48406121,27.23,1291.85,0.366740209,0.0427,0.147561805,MAG
Veronica arvensis,41.23554986,19.8575,44.19,0.076890837,0.1127,0.17458,MAG
Veronica austriaca,45.75642865,17.22,184.11,0.301395001,0.4239,0.19583981,MAG
Veronica beccabunga,24.77583366,49.74331333,472.73,0.309411841,0.0513,0.144465996,MAG
Veronica chamaedrys,34.38289798,21.61357257,300.12,0.199576774,0.1898,0.212411983,MAG
Veronica filiformis,28.2108349,9.371689193,49.84,0.152867272,0.27,0.180362461,MAG
Veronica gentianoides,77.3993808,27.484326,69.33,0.148016561,0.2244,0.19019,MAG
Veronica hederifolia,36.64096182,14.16800019,260.68,0.161374614,3.7417,0.139376124,MAG
Veronica longifolia,42.73988001,17.44,613.39,0.857176803,0.0732,0.203691137,MAG
Veronica montana,30.29077075,20.03746491,458,0.267806758,0.3923,0.23735,MAG
Veronica officinalis,39.25936031,18.27108057,87.3,0.126102792,0.1234,0.216893077,MAG
Veronica persica,26.50355088,23.71708245,492.06,0.163981079,0.5757,0.292,MAG
Veronica spicata,81.08571145,23.43222873,155.76,0.265899406,0.1424,0.23926707,MAG
Veronica urticifolia,15.52,25.42976482,1497.15,0.363424119,0.1049,0.152876484,MAG
Viburnum lantana,53.10497477,11.29,4083.86,2.7575009,32.1226,0.777688884,MAG
Viburnum opulus,58.27973225,21.57677792,3016.08,2.808383402,27.4292,0.5,MAG
Vicia cracca,44.04037262,39.20712624,713.54,0.626475325,15.28,0.233486217,MAG
Vicia hirsuta,45.50081406,43.2,14.13,0.316175039,5.4198,0.211010624,MAG
Vicia sativa,42.80722048,51.27367746,75,0.449866573,20.6355,0.171666667,MAG
Vicia sepium,25.59262865,46,59.14,0.445007333,19.4674,0.284350418,MAG
Vinca minor,54.74848862,33.24725492,565,0.198021588,6.13,0.19543,MAG
Vincetoxicum hirundinaria,22.50011206,37.13381358,1438.41,0.529198154,6.1809,0.181302238,MAG
Viola alba,44.72346241,17.29412911,919.78,0.070472987,1.6939,0.231706325,MAG
Viola arvensis,41.74719169,24.23552533,531.89,0.123965551,0.428,0.181971986,MAG
Viola biflora,19.1163505,38.93,140.22,0.109696131,0.74,0.16399,MAG
Viola canina,39.8330918,31.51063313,523.77,0.164856926,0.8788,0.1887,MAG
Viola hirta,53.52316416,19.1,3523.23,0.073017694,3.0552,0.216276033,MAG
Viola mirabilis,21.50106148,23.32745164,4327.87,0.206008911,2.011,0.17971,MAG
Viola odorata,39.06325462,17.06140407,1826.57,0.089473672,3.4568,0.198965632,MAG
Viola reichenbachiana,33.34261499,23.36664289,487.8,0.136375135,1.5445,0.211030848,MAG
Viola riviniana,40.52278822,25.91547998,532,0.185466143,1.1749,0.2001,MAG
Viola tricolor,37.24352219,25.45880399,167.92,0.161778059,0.5929,0.16545,MAG
Xanthium strumarium,61.61732957,28.51,3557.04,1.27410656,162.0392,0.19,MAG
Zannichellia palustris,11.93083387,28.19003,20.2,0.212132034,0.6976,0.114418507,MAG
Zea mays,47.89698253,20.76950127,31173.3,2.079677991,232.2852,0.184314252,MAG
Ziziphus jujuba,84.51087569,20.61586439,468.11,12.66666667,554.4905,0.698319806,MAG
Zygophyllum fabago,195.8073102,41.8,79,0.2,4.756,0.180671393,MAG
